category,gene_set,symbol,entrez,ensembl
ni,GABAa,GABRP,2568,ENSG00000094755
ni,GABAa,GABRQ,55879,ENSG00000268089
ni,GI,EPHB6,2051,
ni,GI,TBRG1,84897,ENSG00000154144
ni,GI,RARB,5915,ENSG00000077092
ni,GI,PPM2C,,
ni,GI,RICS,,
ni,GI,KIAA0748,,
ni,GI,RORB,6096,ENSG00000198963
ni,GI,KCNS2,3788,ENSG00000156486
ni,GI,MCTP2,55784,ENSG00000140563
ni,GI,PLCB1,23236,ENSG00000182621
ni,GI,PVRL3,,
ni,GI,RGS4,5999,ENSG00000117152
ni,GI,ADAMTS8,11095,ENSG00000134917
ni,GI,RASGRF2,5924,ENSG00000113319
ni,GI,FLRT2,23768,ENSG00000185070
ni,GI,NRGN,4900,ENSG00000154146
ni,GI,LNX1,84708,ENSG00000072201
ni,GI,CCDC3,83643,ENSG00000151468
ni,GI,PCSK1,5122,ENSG00000175426
ni,GI,DPYSL4,10570,ENSG00000151640
ni,GI,NLK,51701,ENSG00000087095
ni,GI,CRIP2,1397,ENSG00000182809
ni,GI,CCNA1,8900,ENSG00000133101
ni,GI,NTN4,59277,ENSG00000074527
ni,GI,SYT16,83851,ENSG00000139973
ni,GI,THRB,7068,ENSG00000151090
ni,GI,PRKAR2B,5577,ENSG00000005249
ni,GI,ATRNL1,26033,ENSG00000107518
ni,GI,ATL1,51062,ENSG00000198513
ni,GI,DKFZP564O0823,,
ni,GI,NGEF,25791,ENSG00000066248
ni,GI,ETV6,2120,ENSG00000139083
ni,GI,LZTS1,11178,ENSG00000061337
ni,GI,NDFIP2,54602,ENSG00000102471
ni,GI,MATK,4145,ENSG00000007264
ni,GI,PRKCB,5579,ENSG00000166501
ni,GI,RXFP1,59350,ENSG00000171509
ni,GI,LMO3,55885,ENSG00000048540
ni,GI,OSBPL3,26031,ENSG00000070882
ni,GI,HLF,3131,ENSG00000108924
ni,GI,MGAT5B,146664,ENSG00000167889
ni,GI,C9orf91,,
ni,GI,DPF1,8193,ENSG00000011332
ni,GI,STAT6,6778,ENSG00000166888
ni,GI,LDB2,9079,ENSG00000169744
ni,GI,CHN1,1123,ENSG00000128656
ni,GI,CPNE5,57699,ENSG00000124772
ni,GI,KCNB1,3745,ENSG00000158445
ni,GI,EGR3,1960,ENSG00000179388
ni,GI,RBM24,221662,ENSG00000112183
ni,GI,C2orf55,,
ni,GI,C1orf115,79762,ENSG00000162817
ni,GI,NETO1,81832,ENSG00000166342
ni,GI,ARNT2,9915,ENSG00000172379
ni,GI,STRN4,29888,ENSG00000090372
ni,GI,SHC3,53358,ENSG00000148082
ni,GI,NPY5R,4889,ENSG00000164129
ni,GI,SERPINI1,5274,ENSG00000163536
ni,GI,CHRM1,1128,ENSG00000168539
ni,GI,KCNF1,3754,ENSG00000162975
ni,GI,CDKL5,6792,ENSG00000008086
ni,GI,LRRC8B,23507,ENSG00000197147
ni,GI,CAMK1G,57172,ENSG00000008118
ni,GI,ACTN1,87,ENSG00000072110
ni,GI,LHX6,26468,ENSG00000106852
ni,GI,GRIA3,2892,ENSG00000125675
ni,GI,SYT5,6861,ENSG00000129990
ni,GI,FOXG1,2290,ENSG00000176165
ni,GI,C9orf126,,
ni,GI,SEPT5,,
ni,GI,PCDH10,57575,ENSG00000138650
ni,GI,CACNB1,782,ENSG00000067191
ni,GI,LRRC4C,57689,ENSG00000148948
ni,GI,CACNG3,10368,ENSG00000006116
ni,GI,GABRA4,2557,ENSG00000109158
ni,GI,TMEM155,,
ni,GI,CACNA2D3,55799,ENSG00000157445
ni,GI,PDE8B,8622,
ni,GI,ARPP-19,,
ni,GI,CAMK2A,815,ENSG00000070808
ni,GI,AGBL4,84871,ENSG00000186094
ni,GI,CXCL14,9547,ENSG00000145824
ni,GI,CAP2,10486,ENSG00000112186
ni,GI,MKL2,,
ni,GI,KCTD1,284252,ENSG00000134504
ni,GI,LMO4,8543,ENSG00000143013
ni,GI,KALRN,8997,ENSG00000160145
ni,GI,PDE2A,5138,ENSG00000186642
ni,GI,CDH9,1007,ENSG00000113100
ni,GI,ACTN2,88,ENSG00000077522
ni,GI,GNPTAB,79158,ENSG00000111670
ni,GI,INF2,64423,ENSG00000203485
ni,GI,LHX2,9355,ENSG00000106689
ni,GI,ASB2,51676,
ni,GI,LRRTM4,80059,ENSG00000176204
ni,GI,PCDH9,5101,ENSG00000184226
ni,GI,BEND5,79656,ENSG00000162373
ni,GI,NECAB1,64168,ENSG00000123119
ni,GI,EXTL1,2134,ENSG00000158008
ni,GI,PLK2,10769,ENSG00000145632
ni,GI,BCL11A,53335,ENSG00000119866
ni,GI,RAB11FIP4,84440,ENSG00000131242
ni,GI,ANO3,63982,ENSG00000134343
ni,GI,AK5,26289,ENSG00000154027
ni,GI,SMAD3,4088,ENSG00000166949
ni,GI,CTXN1,404217,ENSG00000178531
ni,GI,CYP46A1,10858,ENSG00000036530
ni,GI,CSRNP3,80034,ENSG00000178662
ni,GI,NPY1R,4886,ENSG00000164128
ni,GI,GDA,9615,ENSG00000119125
ni,GI,KHDRBS3,10656,ENSG00000131773
ni,GI,KCNJ4,3761,ENSG00000168135
ni,GI,SLIT1,6585,ENSG00000187122
ni,GI,B3GALT2,8707,ENSG00000162630
ni,GI,SNTB2,6645,
ni,GI,KCNT2,343450,
ni,H3,HRH3,11255,ENSG00000101180
ni,HDAC,HDAC1,3065,ENSG00000116478
ni,HDAC,HDAC2,3066,ENSG00000196591
ni,HDAC,HDAC3,8841,ENSG00000171720
ni,HDAC,HDAC4,9759,ENSG00000068024
ni,HDAC,HDAC5,10014,ENSG00000108840
ni,HDAC,HDAC6,10013,ENSG00000094631
ni,HDAC,HDAC7,51564,ENSG00000061273
ni,HDAC,HDAC8,55869,ENSG00000147099
ni,HDAC,HDAC9,9734,ENSG00000048052
ni,HDAC,HDAC10,83933,ENSG00000100429
ni,HDAC,HDAC11,79885,ENSG00000163517
ni,M1,CHRM1,1128,ENSG00000168539
ni,mGluR5,GRM5,2915,ENSG00000168959
ni,MU,OPRM1,4988,ENSG00000112038
ni,NET,SLC6A2,6530,ENSG00000103546
ni,NMDA,GRIN1,2902,ENSG00000176884
ni,NMDA,GRIN2A,2903,ENSG00000183454
ni,NMDA,GRIN2B,2904,ENSG00000273079
ni,NMDA,GRIN2C,2905,ENSG00000161509
ni,NMDA,GRIN2D,2906,ENSG00000105464
ni,SV2A,SV2A,9900,ENSG00000159164
ni,TSPO,TSPO,706,ENSG00000100300
ni,VAChT,SLC18A3,6572,ENSG00000187714
