,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,CBF,CMRglu,COX1,D1,D2,DAT,FDOPA,GABAa,GI,H3,HDAC,M1,mGluR5,MU,NET,NMDA,SV2A,TSPO,VAChT
lh_G_cuneus_thickness,-1.0402309894561768,1.4978582859039307,0.15571792423725128,-0.5582190752029419,0.8449209928512573,0.2990526258945465,-0.992331862449646,-1.3550565242767334,1.5846807956695557,1.1276638507843018,3.9591805934906006,-0.09788397699594498,-0.974448561668396,-0.4976651668548584,-0.36107099056243896,2.239501714706421,-1.0092140436172485,-0.39149630069732666,1.1372987031936646,1.0858869552612305,0.0403447188436985,-2.099872350692749,0.3093220889568329,-0.28275570273399353,0.606894314289093,-0.7550680041313171,-1.3565592765808105
lh_G_front_inf-Opercular_thickness,0.5778736472129822,1.3383413553237915,0.9693521857261658,0.7652295231819153,1.0940607786178589,0.03949452191591263,0.4128466546535492,1.003943681716919,0.9518734216690063,0.6127305626869202,-0.7396014928817749,0.15771417319774628,0.26639610528945923,-0.09519686549901962,0.07513001561164856,0.8630606532096863,0.546707034111023,0.8958155512809753,0.7377930879592896,0.6636441946029663,1.8138152360916138,0.930941641330719,0.42753687500953674,0.7349427342414856,0.49126923084259033,0.7446147799491882,0.9351003170013428
lh_G_front_inf-Orbital_thickness,0.5088549852371216,0.7432296276092529,1.1942119598388672,0.9162776470184326,0.9307361245155334,0.34166720509529114,0.6380150318145752,0.6417263746261597,0.2640805244445801,0.42158347368240356,-0.01342674158513546,0.32337135076522827,0.05843685194849968,-0.21873903274536133,-0.1467193067073822,0.727699875831604,1.0854207277297974,0.32770511507987976,-0.02169935032725334,0.23090457916259766,0.3298850357532501,0.704646646976471,0.0679519772529602,0.4301592707633972,0.48346227407455444,1.7742044925689697,0.14048434793949127
lh_G_front_inf-Triangul_thickness,-0.09712427854537964,1.4482864141464233,0.3866575360298157,0.050308723002672195,0.8058344125747681,-0.20046637952327728,0.7468841671943665,0.6987429857254028,0.26745447516441345,0.7840254902839661,-0.2562820613384247,-0.4281713366508484,-0.16720156371593475,-0.48180389404296875,-0.002282940549775958,-0.15057092905044556,1.7199835777282715,-0.14406034350395203,0.24196366965770721,-0.025467487052083015,0.3769862949848175,0.6108537316322327,0.5981881022453308,-0.16951918601989746,-0.4501940906047821,1.1203131675720215,0.19408589601516724
lh_G_front_middle_thickness,-0.9124202728271484,1.4879357814788818,-0.9784353375434875,-1.0819772481918335,1.003820538520813,-1.0251308679580688,1.2236653566360474,0.9215177893638611,0.2590976357460022,0.8668112754821777,-0.6692023873329163,-0.4857330322265625,-0.2710552215576172,-1.05424964427948,-0.6208958029747009,-0.6170274019241333,1.9431641101837158,0.5487775802612305,1.0764379501342773,0.45567864179611206,0.4566318392753601,0.9586400389671326,0.5266706943511963,-0.25233837962150574,-0.1809512823820114,-0.4794784486293793,-0.3077293634414673
lh_G_front_sup_thickness,0.048699308186769485,0.4028187692165375,0.651175856590271,0.1985185593366623,0.029997117817401886,-0.3184633255004883,0.3575149178504944,0.24208995699882507,0.14731106162071228,0.3047880232334137,-1.5334354639053345,-1.0195287466049194,-0.6139811873435974,-1.427357792854309,-1.1116746664047241,-0.3738515377044678,1.3410937786102295,1.0283385515213013,0.31493455171585083,-0.02403278835117817,-0.009590834379196167,0.6173224449157715,0.26481109857559204,0.11682523041963577,-0.005130922421813011,-1.0020439624786377,0.0582377128303051
lh_G_Ins_lg&S_cent_ins_thickness,3.190284252166748,-0.542391836643219,1.2259539365768433,2.2297568321228027,1.2165669202804565,3.8369107246398926,-0.570834755897522,1.4849728345870972,-0.21757236123085022,-1.7671034336090088,-0.19157123565673828,1.26052987575531,2.582192897796631,1.7089238166809082,1.3359954357147217,-0.7121791839599609,-1.9617661237716675,1.3285855054855347,-0.5060719847679138,0.8283042907714844,0.695609450340271,0.9972547292709351,0.23090770840644836,1.8014390468597412,-0.06254839897155762,1.584048867225647,2.3649539947509766
lh_G_insular_short_thickness,3.0062127113342285,0.46708792448043823,1.3685566186904907,2.0990219116210938,1.2500255107879639,3.021655559539795,-0.31484389305114746,1.6170029640197754,0.5949930548667908,-0.6638578176498413,-0.8210938572883606,1.5651525259017944,1.8696461915969849,1.5336464643478394,1.1815266609191895,-0.2666068375110626,-0.5275300145149231,1.9199044704437256,0.3787707984447479,0.37451842427253723,0.9902172684669495,1.493658185005188,-0.047374967485666275,1.9766424894332886,-0.26018375158309937,1.4486786127090454,1.1630840301513672
lh_G_occipital_middle_thickness,-0.7426165342330933,0.9502332806587219,-0.5259336829185486,-0.5205862522125244,0.7449672818183899,-0.7598110437393188,0.8484020233154297,0.5418274998664856,-1.2025924921035767,-0.2246553748846054,0.7505400776863098,-1.463545322418213,-0.0447310209274292,-1.0915279388427734,-1.4186415672302246,0.10222575068473816,0.2563605010509491,-0.34289658069610596,0.8727781772613525,1.2293283939361572,-0.1346837878227234,-0.8080086708068848,0.9661917686462402,-0.16409622132778168,1.0401443243026733,-0.8251155614852905,-0.7454471588134766
lh_G_occipital_sup_thickness,-1.4989579916000366,0.33085158467292786,-1.6908588409423828,-1.7159690856933594,-0.039788778871297836,-1.0769615173339844,-0.3630615472793579,-0.7010485529899597,-0.29297468066215515,0.12597960233688354,2.1941866874694824,-1.5485259294509888,-0.7898913025856018,-1.321053147315979,-1.879082441329956,0.23551882803440094,-0.22583061456680298,-0.7473995685577393,0.09469203650951385,0.6998714208602905,-0.852044403553009,-1.8212087154388428,0.686535120010376,-0.7121075987815857,0.46233752369880676,-2.4623360633850098,-1.1933352947235107
lh_G_oc-temp_lat-fusifor_thickness,0.6043042540550232,-1.0486350059509277,0.9468529224395752,0.8436419367790222,-0.42020636796951294,0.2558245360851288,0.025011684745550156,0.31637027859687805,-0.21202123165130615,-0.29629209637641907,-0.2025943100452423,0.4993792772293091,0.1430208384990692,0.1599084734916687,0.663536787033081,0.14155718684196472,-1.2310006618499756,-0.41313204169273376,0.1401585340499878,-0.6381450891494751,-0.5985473990440369,-0.40485554933547974,-0.2570813298225403,-0.11905984580516815,0.7118585109710693,1.6527513265609741,-0.9424822926521301
lh_G_oc-temp_med-Lingual_thickness,-0.9581236839294434,0.0054636746644973755,0.22588591277599335,-0.6231995820999146,-1.71965754032135,0.2003234624862671,-2.4889512062072754,-1.710793137550354,1.637923002243042,1.1418628692626953,2.203258514404297,0.38444098830223083,-1.3881174325942993,-0.08057758957147598,0.12379100918769836,1.506745457649231,-1.423905372619629,-1.1459057331085205,1.0654311180114746,-1.2396271228790283,-1.2325105667114258,-2.0986483097076416,-1.4516184329986572,0.03203269839286804,-0.7535396218299866,0.9897892475128174,-1.6629557609558105
lh_G_oc-temp_med-Parahip_thickness,1.4102332592010498,-2.8527145385742188,-1.1395727396011353,0.2179352194070816,-3.432901620864868,1.674527883529663,-1.8093934059143066,-1.1741474866867065,-1.496368646621704,-2.4509124755859375,-0.9454631805419922,-1.7317143678665161,0.22634030878543854,0.6361237168312073,0.5519188642501831,-2.4624247550964355,-1.0636167526245117,-0.922268807888031,-2.879333257675171,-2.693983316421509,-2.7646543979644775,-0.713503897190094,-1.9782941341400146,-3.6934266090393066,-2.188321113586426,0.9003463387489319,-0.997915506362915
lh_G_orbital_thickness,1.1147289276123047,0.007802997715771198,1.6614912748336792,1.3463950157165527,-0.23007254302501678,0.9358873963356018,-0.11719948053359985,0.9874150156974792,-0.14612413942813873,-0.09574946761131287,-0.60064297914505,0.7613252997398376,0.2547379732131958,-0.1646042913198471,-0.9699118137359619,0.090452641248703,0.8870217800140381,0.5929080843925476,0.4669073224067688,0.16382749378681183,-0.42192667722702026,1.0159143209457397,-0.8218628764152527,0.292631059885025,0.2570861279964447,1.1705268621444702,0.3128874897956848
