,mGluR5-abp688-73-smart2019.nii.gz,mGluR5-abp688-13-kaulen2022.nii.gz,D2-flb457-55-sandiego2015.nii.gz,mGluR5-abp688-28-dubois2015.nii.gz,VAChT-feobv-4-tuominen.nii.gz,D2-flb457-37-smith2019.nii.gz,VAChT-feobv-18-aghourian2017.nii.gz,mGluR5-abp688-22-rosaneto.nii.gz
rh_G_postcentral_thickness,-0.8948599100112915,-1.485379695892334,-0.8548836708068848,-0.8705126643180847,-0.4857303500175476,-0.7580582499504089,-0.2625403106212616,-0.8088824152946472
rh_G_precentral_thickness,-0.883403480052948,-1.6452021598815918,-0.9541111588478088,-0.8932844996452332,-0.29949524998664856,-0.7683613300323486,0.501110315322876,-0.6464087963104248
rh_G_precuneus_thickness,0.8807548880577087,-0.1515345573425293,-0.46425479650497437,0.25083523988723755,-0.5678221583366394,-0.5287528038024902,-0.3955891728401184,0.18677103519439697
rh_G_rectus_thickness,0.12722156941890717,0.5556698441505432,-0.07117174565792084,0.8717761635780334,0.5043628811836243,0.5965642333030701,0.08077140897512436,1.0057634115219116
rh_G_subcallosal_thickness,0.8642501831054688,1.584619164466858,1.7560251951217651,-0.06009727343916893,2.243863344192505,4.638914108276367,0.9052169919013977,-0.31264638900756836
rh_G_temp_sup-G_T_transv_thickness,1.9079242944717407,1.669100046157837,0.5516930222511292,1.2320942878723145,2.5508368015289307,0.004308037925511599,1.6173073053359985,0.14502358436584473
rh_G_temp_sup-Lateral_thickness,0.4748045802116394,0.3173287510871887,1.2425369024276733,0.7334492802619934,-0.18699423968791962,0.6361883282661438,0.4405621886253357,0.42316508293151855
rh_G_temp_sup-Plan_polar_thickness,-0.034072451293468475,0.46984991431236267,1.6431854963302612,-0.8704913854598999,0.06941042840480804,0.9923825860023499,-0.780813455581665,-1.9222689867019653
rh_G_temp_sup-Plan_tempo_thickness,1.7102124691009521,1.1560895442962646,0.5510571002960205,1.4014527797698975,0.5278245806694031,0.5158215761184692,0.4019240736961365,1.0333309173583984
rh_G_temporal_inf_thickness,0.09363614767789841,0.9193465709686279,1.7936818599700928,0.6139827966690063,-0.8863662481307983,1.6655442714691162,-0.7064781188964844,0.4716283977031708
rh_G_temporal_middle_thickness,0.7852434515953064,1.8341152667999268,1.7708619832992554,1.3680734634399414,-0.636206865310669,1.3349953889846802,-0.3772249221801758,0.9774655103683472
rh_Lat_Fis-ant-Horizont_thickness,0.3569914698600769,-0.5986541509628296,-0.4130638539791107,1.0345158576965332,-0.23299640417099,-0.15322993695735931,-0.08605336397886276,0.7650948166847229
rh_Lat_Fis-ant-Vertical_thickness,1.5429562330245972,0.7714652419090271,-0.1915034055709839,0.8944416046142578,-0.4077695310115814,-0.17519474029541016,0.46477821469306946,0.681666374206543
rh_Lat_Fis-post_thickness,0.4186042249202728,0.24379438161849976,0.07619991153478622,0.009787523187696934,2.216679811477661,-0.3536461889743805,1.1941365003585815,-0.25965142250061035
rh_Pole_occipital_thickness,-1.4686158895492554,-0.06532363593578339,-0.919830858707428,-0.9606703519821167,-1.1205281019210815,-0.7765902876853943,-1.3353259563446045,-0.20462438464164734
rh_Pole_temporal_thickness,-0.5738296508789062,0.8462607860565186,2.290027618408203,-0.40308284759521484,-1.0866718292236328,1.4358818531036377,-1.063315749168396,-0.4939883053302765
rh_S_calcarine_thickness,-0.8368228077888489,-0.11509771645069122,-1.1341248750686646,-0.8495050072669983,-0.5559222102165222,-1.3509382009506226,-1.4558194875717163,-0.844241201877594
rh_S_central_thickness,-1.3436033725738525,-1.9170721769332886,-1.3499422073364258,-1.5291900634765625,0.8842297196388245,-0.9168617725372314,1.3371660709381104,-1.3928643465042114
rh_S_cingul-Marginalis_thickness,0.20722241699695587,-0.4704919755458832,-0.942528486251831,0.13502368330955505,-0.2800865173339844,-0.7721041440963745,0.6267674565315247,0.12044253945350647
rh_S_circular_insula_ant_thickness,0.43667328357696533,1.3094758987426758,1.1194504499435425,0.7460516095161438,0.543618381023407,1.6175278425216675,0.8729893565177917,0.782758355140686
rh_S_circular_insula_inf_thickness,0.23689888417720795,1.0681759119033813,2.2001750469207764,0.14480561017990112,2.7804665565490723,1.0296659469604492,1.2385157346725464,-0.6531645655632019
rh_S_circular_insula_sup_thickness,1.166166067123413,0.9567607045173645,1.4492385387420654,1.0348529815673828,1.966252088546753,0.8955302238464355,1.701920747756958,0.7653489112854004
rh_S_collat_transv_ant_thickness,-0.4982864260673523,0.8196730613708496,1.8167577981948853,-0.6279135942459106,-0.601270318031311,1.2140132188796997,-1.1301543712615967,-0.33915385603904724
rh_S_collat_transv_post_thickness,-0.8191328644752502,-0.38303276896476746,-0.34116289019584656,-1.3894171714782715,-1.2657198905944824,-0.5017473697662354,-1.1530238389968872,-1.3412328958511353
rh_S_front_inf_thickness,0.2511741816997528,-0.6329030394554138,-0.7795082926750183,-0.058869630098342896,-0.4323021471500397,-0.5706576108932495,0.03518464416265488,0.35141706466674805
rh_S_front_middle_thickness,0.36528024077415466,-0.5899709463119507,-0.21268872916698456,0.28671684861183167,0.061664432287216187,-0.31668639183044434,0.08706849813461304,0.6534378528594971
rh_S_front_sup_thickness,-0.10387302190065384,-0.7431373000144958,-0.7183642983436584,-0.2916307747364044,-0.5182796120643616,-0.5563127398490906,-0.3269299566745758,0.0251017976552248
rh_S_interm_prim-Jensen_thickness,0.6464383602142334,0.1687486618757248,0.003949922043830156,0.595337450504303,-0.4200792908668518,0.44861435890197754,-0.597037672996521,0.482180118560791
rh_S_intrapariet&P_trans_thickness,-0.27796778082847595,-0.8088023662567139,-0.6850696206092834,-0.623094916343689,-1.1436457633972168,-0.2183852344751358,-0.820336103439331,-0.44858598709106445
rh_S_oc_middle&Lunatus_thickness,-0.9857457280158997,0.2876316010951996,-0.6108717322349548,-0.8788686990737915,-0.978557288646698,-0.09764526784420013,-1.1566964387893677,-0.6738085746765137
rh_S_oc_sup&transversal_thickness,-0.9510440230369568,0.07471580803394318,-0.7225355505943298,-1.0154571533203125,-1.2702935934066772,-0.15277524292469025,-1.0953621864318848,-0.5592324137687683
rh_S_occipital_ant_thickness,0.26311641931533813,0.528771698474884,0.06431437283754349,-0.10552558302879333,-0.5023725032806396,0.33105412125587463,-0.43113183975219727,-0.6163801550865173
rh_S_oc-temp_lat_thickness,-0.3625568747520447,0.19551214575767517,0.36441555619239807,-0.9898346662521362,-0.6243879795074463,0.3828003704547882,-0.9335041046142578,-0.38668426871299744
rh_S_oc-temp_med&Lingual_thickness,-0.07392299175262451,0.7776314616203308,0.7277646064758301,-0.40505313873291016,-0.551899790763855,0.20544634759426117,-0.882197916507721,-0.312029629945755
rh_S_orbital_lateral_thickness,0.38401317596435547,0.14328131079673767,-0.0012256077025085688,0.6804490089416504,0.11433756351470947,-0.15202027559280396,0.15284575521945953,1.1342322826385498
rh_S_orbital_med-olfact_thickness,0.18572142720222473,0.48224616050720215,0.7239657640457153,-0.2282090038061142,1.364014744758606,1.465623140335083,0.9031450152397156,0.31788864731788635
rh_S_orbital-H_Shaped_thickness,-0.7626254558563232,-0.6493129730224609,-0.39079001545906067,-0.9732670783996582,0.13171541690826416,-0.4391433298587799,-0.38518205285072327,-0.672669529914856
rh_S_parieto_occipital_thickness,0.08580899238586426,0.07137784361839294,-0.925072193145752,0.035459328442811966,-1.034600019454956,-0.8929564356803894,-1.080823302268982,-0.43816351890563965
rh_S_pericallosal_thickness,-2.8225953578948975,-1.955060601234436,-1.5581996440887451,-2.3775851726531982,-0.8839426040649414,-1.61601722240448,-0.1267451047897339,-2.3962817192077637
rh_S_postcentral_thickness,-0.30030450224876404,-0.4545239806175232,-0.806973397731781,-0.6566702127456665,-0.1182161420583725,-0.277335524559021,-0.30464914441108704,-0.5150814056396484
rh_S_precentral-inf-part_thickness,0.4582039415836334,-0.578269898891449,-0.7835131883621216,0.057339560240507126,-0.425807923078537,-0.6038451194763184,0.387370228767395,-0.299561083316803
