,ni1-SV2A-M1-mGluR5-5HT6-CB1-GABAa-HDAC,ni2-5HT2a-5HT4-5HT1a-5HTT,ni3-FDOPA-DAT-D1-NMDA,ni4-GI-5HT1b-MU-A4B2,ni5-VAChT-NET,ni6-CBF-CMRglu,ni7-COX1,ni8-H3,ni9-D2,ni10-TSPO
lh_S_front_middle_thickness,-0.7989545817371976,-0.7098211639759281,0.14386751462893504,1.366890234869169,-0.061374194336668395,0.597531427024156,-0.2578872902439494,-0.3712924167346035,-0.23226415988755728,-0.43177566905192016
lh_S_front_sup_thickness,-1.179656212374488,-1.0426017887911583,-0.2024284747025626,0.6316245181812461,-0.25256158078175883,0.24340475225765168,-0.4450394040239873,-0.5025284297573175,0.002243518128746076,-0.5012651284792999
lh_S_interm_prim-Jensen_thickness,1.0519387642247,-1.2616963317088312,-0.06520072856950895,1.3672015112561353,0.05500618083007637,0.3816371551669818,-0.4062709613820995,-0.651386967890578,-0.7839736743552137,0.09684645778217095
lh_S_intrapariet&P_trans_thickness,-0.46445243744084297,-0.7783116961712947,-0.5639498198593774,0.30446226907843044,-0.48271666985400286,1.0010269098956412,-0.0905972471266555,-1.216866173079497,-0.06377758724247148,-0.7125484560008605
lh_S_oc_middle&Lunatus_thickness,-0.6254335768360182,-0.21917625801329688,-1.248152660807109,-0.2847308197383884,-0.8060292314344177,-0.00042922494964786617,1.503190099343625,-1.0203882997479674,-0.39547702093821907,-0.9879426806304819
lh_S_oc_sup&transversal_thickness,-0.4961866344459933,-0.37632454464618487,-1.0405150294331955,-0.21174595848888125,-0.5147461007245313,0.4331117172937697,1.0902697443986646,-1.0038259324341199,-0.162385882735479,-0.8358819860448754
lh_S_occipital_ant_thickness,-0.45102627801879847,-0.35483177652555686,0.08817205231569802,-0.10524038536718314,-0.4030942163184796,-0.030852354889055356,0.08171566490631824,-1.696645393633602,-0.23203504001299383,-0.44742060252274907
lh_S_oc-temp_lat_thickness,-0.6939482816856898,0.6228038698265809,0.21051422137431858,-0.5869065628699226,-1.0337219634197177,-0.8152250412909378,-0.3051095179359294,-1.3189295303980462,-0.3707976952158743,0.28705718567366106
lh_S_oc-temp_med&Lingual_thickness,0.13752793878627448,0.5718393911015273,0.12681571403086,-1.2258563454866538,-0.6383631331436054,-0.7303450158514565,0.6275756512413257,-0.11108930334764373,-0.6562348044953932,0.2062149175612797
lh_S_orbital_lateral_thickness,-0.2629064376744627,-0.050034675168946434,-0.2102498554379069,1.9044062949265892,0.12322370489983586,0.32070237142963626,0.06982332031211744,-0.23774015188166686,-0.5962041730817956,0.3032868545528537
lh_S_orbital_med-olfact_thickness,0.01695538570650647,0.5665744622990844,1.2614001159441466,-0.07374243405715089,-0.43268989480094167,-0.7624531570704028,-0.7178598647402683,1.5912425409473216,-0.06919492706426747,1.5896781149058046
lh_S_orbital-H_Shaped_thickness,-1.3524410303049819,0.6741743632348839,0.2307418278690592,0.7711253885231757,-0.6622545986689458,-0.028825229849681416,-0.25211575469430464,-0.5694842670205147,0.23599796462366113,1.0552323474384415
lh_S_parieto_occipital_thickness,0.7340854798834544,0.14353077707257184,0.004754556572585104,-0.013219574006024318,0.32094035431763646,0.8250272958073109,1.3316288051272769,-1.093718538868475,0.7627707727912459,-0.25138230570131426
lh_S_pericallosal_thickness,-3.2008273650840717,-1.8712624733073546,-1.1076788983842394,-2.570441086633561,-1.231989224539629,-4.829825447515828,-0.30063631455510853,0.04347670786431446,-0.41132896699519517,1.4378737493513383
lh_S_postcentral_thickness,-0.5488288278505693,-1.077307378596016,-0.5293922070482505,0.03261988768340408,-0.019275616585632812,0.005088766881302026,-0.2756806857070721,-0.8557054304367882,-0.22073332303939752,-0.5396373620213347
lh_S_precentral-inf-part_thickness,-1.364498946777942,0.44271570030132906,0.06977475691735321,0.577362221782041,0.0728463520833332,1.1011595826879965,-0.4316007647620613,-1.0027993674654128,0.30610207783143606,-1.136623624752333
lh_S_precentral-sup-part_thickness,-1.7809375391984246,-0.7997262860697585,-0.5669470278187573,0.4967754174173494,0.30072530152948157,0.6613484840135794,-0.3670509483779786,-1.0200196475405898,0.14583329999006373,-0.9583572093245813
lh_S_suborbital_thickness,1.0898331680181295,-0.7299724354827414,1.4845293001851074,0.5964742978403311,-0.16352259519683676,0.15574094939667837,-0.8850953147561907,0.9567991695190756,0.6819375896694634,0.6601575786100325
lh_S_subparietal_thickness,1.0796737969585906,0.009184176262049839,0.6523020505246051,0.522718441614927,0.5137977870083508,0.7553220512240915,-0.40113404892635846,-0.49070136469881553,0.7674672612337456,0.34301988130045324
lh_S_temporal_inf_thickness,-0.8520611274970494,0.4354616052685197,0.5015648978035164,-0.29588020280676725,-0.8013716612965481,-0.8012850919134025,-0.6150859464137863,-1.943358158022731,-1.0781298647268833,-0.6995029844984335
lh_S_temporal_sup_thickness,-0.3071230159762207,-0.3176607398211573,0.41592451220830867,0.09133878545484532,-0.5310966721175665,-0.19115052992252682,-0.49024382473214745,-1.22935996531638,-0.4165376626388675,-0.46600615864874373
lh_S_temporal_transverse_thickness,-0.7564767615035306,2.246942232849264,0.5272695106903142,-0.2585484145500948,1.3367235740443282,1.554001746819408,0.8810974612537475,-1.2716667517821119,0.4007074989944427,0.29916958156238327
rh_G&S_frontomargin_thickness,0.4675674733623046,1.0709207890837271,-0.9322936495368973,1.4159499452114614,-0.549990966814701,-0.7579924312011405,-0.11127238620728379,1.6653456502208606,1.3101579792643177,0.7620540816390835
rh_G&S_occipital_inf_thickness,0.6690761997107488,-0.5276249778429825,-0.4989770696380105,-0.1541239556235663,-0.4589629657131833,-0.5567083479647272,1.3243176008617497,-0.4403091089219538,0.0014560676371826037,0.9527525465800066
rh_G&S_paracentral_thickness,-0.7626132029635765,-1.266533565419829,-1.9817081489262542,-0.683546257549604,1.8333467607882534,0.9776575231630958,-0.22422595228504766,-0.835270174446457,-0.9777232299315859,0.22646274705414823
rh_G&S_subcentral_thickness,1.0380860482877503,0.663693010928094,-0.1315007768626028,-0.09994000329452869,1.6247751131171997,0.1621645569673587,-0.5004998929030877,0.06676603805707185,-0.008230780866808451,-0.2944411355123056
rh_G&S_transv_frontopol_thickness,0.3972847431647916,0.684594193174259,-1.5251933145890488,1.4129748674979763,-1.3133740704898917,-0.7491894341191416,-0.5270602835980248,2.0192313670715394,1.2685731262328694,0.14197836169651107
rh_G&S_cingul-Ant_thickness,0.6118521475832567,-0.6479726266219025,1.265946315538141,0.6536094799216482,0.41593281199676146,-0.19594963942268975,-0.8643706909015112,0.9422883901665565,0.2436878232226117,0.14854503444074835
rh_G&S_cingul-Mid-Ant_thickness,0.18962830348604517,-0.6633291989859936,0.8245047749904397,0.8022969990787634,1.2905450390538562,0.20598787338897284,-0.8406567172801671,1.1654936849064268,0.6677265053857098,0.439069843511115
rh_G&S_cingul-Mid-Post_thickness,-0.22384461020560992,-0.5620021700364523,0.3513713458284982,0.09256198456789279,1.70953983434902,0.10250049644083434,-0.7514387382051196,0.9139384091679889,0.8878317125822436,0.09858512350374549
rh_G_cingul-Post-dorsal_thickness,-0.24015200872872805,-0.3686906595456344,0.7454917355525451,-0.05042403435238704,0.016797947996001095,1.4855518139443318,-0.6193081978298679,-0.36036433469677304,1.7908453401053974,1.200550829296148
rh_G_cingul-Post-ventral_thickness,-3.228859064133449,-0.5968538988693812,-1.3371716804481886,-2.9869186224234374,-2.7795302702503166,0.29460451144881294,-1.2148376817955635,-0.7359436057487732,0.6661987047132256,-1.1775553192929409
rh_G_cuneus_thickness,0.7054106021289084,-0.21773971323291086,-0.2947996452088247,-0.05772640167718917,-0.18966112103796756,1.8103301554057096,3.273146056789716,-0.5080776546415671,1.368884204199139,-0.6251831385768338
rh_G_front_inf-Opercular_thickness,1.5850844231628445,1.2103311781854378,0.33190724601972676,0.746092762532705,1.3254196043567297,0.6409990757263501,-0.25427379831270847,0.643423870383203,0.612294227800159,-0.1392371710977921
rh_G_front_inf-Orbital_thickness,0.6253346775316867,0.1402467166860656,-0.08075562871825595,1.072360897635652,0.33549260439065376,0.08971293336696262,-0.03795549971531349,0.3038092799656049,0.6337875714186086,1.108837287574654
rh_G_front_inf-Triangul_thickness,0.7172936350537872,-0.017970307934903104,-0.3629563160834034,1.2322214809574652,0.7469641951185811,0.3747851293584095,0.05136981288415696,0.18953026988159682,0.19370177893017493,0.431248693017218
rh_G_front_middle_thickness,1.0084363968452636,-0.6917120119836794,-0.7758094824414714,1.7158741244903495,0.20136164589898403,0.24173887997098759,-0.12582004061830165,1.0100310953576928,0.553157735901668,-0.723165207697505
rh_G_front_sup_thickness,-0.014454869359281957,-0.14442218518420202,-0.984227384877847,0.4860629719788534,0.21888299163162755,-0.019774144380045117,-0.8412650437565344,0.28614596053601327,0.1491165699128075,-1.30060602161401
rh_G_Ins_lg&S_cent_ins_thickness,1.2740604377378317,2.6391258876796466,2.2350430942551966,-0.5565256453603218,1.2006337276248844,0.10559452265707236,-0.22377288521684244,2.378223889849322,-2.231763895085539,0.5197019147679669
rh_G_insular_short_thickness,1.5949510376104878,2.2140776131794087,1.871358479411128,0.5180165629968767,1.149180093106441,0.8830560581096359,-0.4135634050569127,1.9224587992970203,-1.0069971996310094,-0.24290738902127249
rh_G_occipital_middle_thickness,0.9305371430885048,-0.5029805531908687,-0.9196109070978724,0.2902927933576879,-0.05453037432871796,-0.6857841874210044,0.9552658161918545,-0.17998136634064346,0.5853061900889973,-0.7102302235159765
rh_G_occipital_sup_thickness,0.22418982405468527,-1.3333792831347708,-1.5337146198081415,-0.33876772083539863,-0.4243851491907884,-0.014731163938479841,1.7245811881946895,-0.4575708338655936,0.19154586126238246,-1.0397915021133106
rh_G_oc-temp_lat-fusifor_thickness,0.45859381029621826,0.45287828480694886,0.26006846672142814,-0.40608426700064104,-0.6290089601741254,-0.05045949501007674,-0.004194812407705077,-0.04967418210147449,0.11958167756334441,0.9918015502563142
rh_G_oc-temp_med-Lingual_thickness,-0.387588124809013,-0.22550302492653468,-0.22742751049343296,-0.8268736857829417,-1.2035033148561602,1.2206475686520866,2.2371340841643614,-0.15893022546220212,1.8842253507889872,0.85017918525352
rh_G_oc-temp_med-Parahip_thickness,-2.3412479580739567,-0.1686225468811097,-0.4075856131473346,-2.752716329322993,-2.0630324139456704,-1.949895885176599,-0.702999838394009,1.0206738417345353,-1.9505603406220813,2.6005409448997425
rh_G_orbital_thickness,0.1522984878923546,1.2925292402025692,-0.058211013476938425,0.9656223145414491,-0.5705149651398482,-0.2703709938555672,-0.7052852493338769,1.7997396135649777,1.0931070153556792,1.326889963605022
rh_G_pariet_inf-Angular_thickness,1.3207986304085675,-0.7296538900093439,-0.573310005670262,1.0458353678179722,0.2426998178305287,-0.0291613624162742,-0.009213207713452763,-0.12229882653122713,0.4631634281721626,-1.14626020478226
rh_G_pariet_inf-Supramar_thickness,1.0623362998248358,0.44334834315686383,-0.5581048334809229,-0.22077177717455315,0.6120386018740358,-0.7081094287228367,-0.5444687513425179,0.448208415524542,0.46092775631815397,-1.4310481753538535
rh_G_parietal_sup_thickness,-0.0392211783153379,-1.545043517047132,-1.548300212189973,0.11267064116141504,-0.24898904137756508,0.02459791855545526,-0.4761906630130591,-0.851383912434691,-0.19400649508250772,-1.9409338319100518
rh_G_postcentral_thickness,-0.08469705306224506,-1.2356428041732737,-2.246252220172538,-0.2796212315648602,0.9823970223933766,0.41725636293011953,0.1659078242812728,-0.15544812366906374,-0.61942988479873,-1.8269814701691858
rh_G_precentral_thickness,-0.28130282986198835,-0.9729240370306764,-1.9518213720443789,0.23190278519791951,1.0793761054122826,0.20654255987545073,-0.27199621122084006,0.05844181831904817,-0.3198856773942272,-1.5335403069475348
rh_G_precuneus_thickness,0.6643173420375685,-0.1270830631417034,-0.2211459265975424,0.24869586576647534,0.1468882815949901,1.196391425013742,-0.4415511150370613,-0.9315889315611129,0.5497754677360153,-0.6550577966540283
rh_G_rectus_thickness,0.20342777381392957,0.9679771432799451,0.11970501750401265,-0.16501255778860274,-1.3227305821348858,-0.49594049675244656,-1.5069587522197054,2.2159982824171323,1.3345952141254298,0.70074027376015
rh_G_subcallosal_thickness,0.33736441184006527,-1.2033255299334964,2.4269259207828595,-0.6210876194000773,-0.5557240686988241,-0.8610226846612838,-1.105863604990517,2.645121398519516,-0.05986882269418156,0.08498676609828723
rh_G_temp_sup-G_T_transv_thickness,1.3425828345856294,1.7038936079019549,0.9505593388005891,-0.48826315613820026,2.3739029611593123,1.7873118761258526,1.0164826614192912,0.32638160621791185,0.8480904023515343,0.5099888306207667
rh_G_temp_sup-Lateral_thickness,0.6869728262020811,1.9249447691897597,-0.22240644977567406,-0.73593065108752,0.1312932753543255,-0.3765256319141749,-1.111306798978075,-0.2871447836916815,-0.6114245619383711,-0.995046904106525
rh_G_temp_sup-Plan_polar_thickness,-0.525501850201875,0.8526827950803767,0.7250047327402319,-2.0459490792103936,-1.2949315178586398,-1.810121246124635,-1.2635402270212648,1.4101169150702368,-2.4580550929169247,1.7313867850650373
rh_G_temp_sup-Plan_tempo_thickness,1.7136407501539868,1.669542371857546,0.033765640823835166,-0.08539175364824964,1.3998918091808525,0.20259787379438488,0.07053636701762601,-0.0381678835921339,0.45560943211864424,-0.5250968231715679
rh_G_temporal_inf_thickness,0.9266706420726581,0.5845921417272731,0.37631496337670706,-0.25539805757219797,-0.40946992318874387,-1.4585116665738018,-0.4519178307696717,-0.2904458407963294,-0.6826502214416631,-0.39500628533716453
rh_G_temporal_middle_thickness,1.4795086093319858,1.3957761633415269,0.2612868740491853,0.14777210598412477,0.1681595820739034,-0.7501681688667938,-0.5797557212734004,-0.6387632191033662,-0.45229110249079635,-0.31739008943571306
rh_Lat_Fis-ant-Horizont_thickness,0.5482725196670799,-0.7726843360456713,0.4832802626212261,0.7178455279691826,0.3941506772357793,0.06980446822390998,0.16704299854346438,0.09552173179488972,0.5100868608280883,0.6107291402521169
rh_Lat_Fis-ant-Vertical_thickness,0.7645984176221278,-0.021272878570148805,0.6839924304423605,1.0552347912809508,1.0003834647492087,1.0113566119870903,0.03364170659738616,-0.15052087304675316,0.44307569156838283,-0.22978805492524118
rh_Lat_Fis-post_thickness,-0.07320191101897179,0.03985358944518377,0.6826202901574112,-1.1572924887350535,1.4947226259410988,0.2824268316463511,0.5974175354980833,-0.37549274346032746,0.4445461374108194,-1.836291656142015
rh_Pole_occipital_thickness,0.332433720363232,-1.0352484494794572,-1.4044083232577493,-0.505003501685957,-0.8399562812651032,-0.10907654534668695,3.303439925555404,0.371376296456941,0.9019645192517344,-1.9038876955063075
rh_Pole_temporal_thickness,-0.2297001783583566,1.0655762942296212,0.8905963614856913,-1.3138514719734085,-2.1187608548223995,-2.0281499268994887,-1.1439351664179687,0.29577374822242314,-2.3686115579855427,1.120698376045563
rh_S_calcarine_thickness,-0.5320629215431549,0.1336375392212421,-0.4383564029178865,-0.8753083235698959,-0.9079842103770297,0.6063248007392831,1.930202340611339,-0.09785368230741325,1.4719775099920929,-1.142235709200782
rh_S_central_thickness,-1.4635966032802865,-0.9617261772337913,-0.9347746482012573,-0.6257727890577169,1.2543689060659007,1.3264560844241515,1.0815344541000678,-0.8167154573187806,0.1802320422360763,-0.0269702382519576
rh_S_cingul-Marginalis_thickness,-0.3166724059472964,-0.42931313655145825,-0.17775091040856839,-0.40340176124337823,0.5931121054452843,0.04771906138465521,-0.5434779686227915,0.19254665952526606,0.4930032128858466,-1.0529975385588217
