,ni1-SV2A-M1-mGluR5-5HT6-CB1-GABAa-HDAC,ni2-5HT2a-5HT4-5HT1a-5HTT,ni3-FDOPA-DAT-D1-NMDA,ni4-GI-5HT1b-MU-A4B2,ni5-VAChT-NET,ni6-CBF-CMRglu,ni7-COX1,ni8-H3,ni9-D2,ni10-TSPO,ce1-Ex7-In4-Ex5-Ex4-In1,ce2-Oligo-Endo,ce3-Micro-OPC,ce4-In3-In2-Astro,ce5-In6-Ex2,ce6-Ex8-Ex6,ce7-In7-Ex3,ce8-In5,ce9-In8,ce10-Ex1,mr1-myelin
lh_G_temporal_middle_thickness,0.8246969729113228,0.8230487297702568,0.351496124357755,0.4512748004646351,-0.1394170456276271,-0.9173948573494688,-0.6316308250921633,-1.2632914041164724,-0.9878638781796728,0.4301520525318375,0.847353814596458,-0.7877571351380839,-0.1029198241709493,-0.3199858250635504,-0.8367089746945341,-0.3814104228248378,-0.2962471078589799,0.9543656203763904,-0.934503688329696,0.3222524392255746,-0.6371781
lh_Lat_Fis-ant-Horizont_thickness,-0.5304704165080012,-0.1887628482340472,0.5999093423961035,0.2093540415340194,0.1424558134361972,0.1890402249555159,0.0240317814259729,-0.7649120642884449,0.6468823729655195,1.0036972837446492,0.7040939705412064,0.2757319789358571,-0.3526584529683599,1.7129585406334291,1.3623897297784189,1.916931173054054,0.5985884887773764,0.6954767303648638,0.0680869858041814,-0.5149268525403554,-0.16701749
lh_Lat_Fis-ant-Vertical_thickness,0.9503485370374526,1.0002552979680184,1.0793210230394252,0.5517906272916643,0.6780485989979362,0.5520634645244517,-0.0073304213037645,0.1440777086509668,0.6530472640090987,0.0064028325511054,,,,,,,,,,,-0.20939383
lh_Lat_Fis-post_thickness,-1.9010087703282497,-0.2031096166536992,0.1906845093883908,-1.2814291819632988,-0.0012741898450489,0.1976817053870901,0.5586072073329478,-0.6063680374983413,0.1585471935759557,-1.6273401130898502,-1.0475657682816533,0.5037788447655954,-0.6451213971858996,-0.2284836929821116,0.3777392474169904,0.2737271371740569,0.678917946637018,0.915459502948281,-0.0484122176555997,0.8013017413595909,1.0814989
lh_Pole_occipital_thickness,0.1722430363062771,-1.5064783909858352,-1.7053299752019282,-0.3880168101173986,-0.7645779188348629,-0.4548076311094877,3.162675876913439,0.4522190367816365,0.4198334876534582,-2.435422398574713,-3.0221493870926044,-1.6675668762072542,-0.6949096014270034,-0.786386867896953,-0.1716691447397036,-1.3248520068112133,2.085127304481865,-0.867549347414893,0.3952950513992555,-2.629388331076681,1.4740065
lh_Pole_temporal_thickness,-0.4697553934170273,1.387697836082287,0.8322069141321558,-1.3026718693704702,-2.0427604803467307,-2.09458470136323,-1.352613631839496,0.6343011638082281,-2.8383876976876548,1.922518069135818,0.7355642766348813,0.2529176340702779,2.32843487468491,1.8804984852098996,-1.7940719231677469,-0.2233426545009985,-0.3933249337762996,-0.8106948184673483,-1.0454168789397658,2.048409699109782,-1.8561212
lh_S_calcarine_thickness,-0.2902757815027339,0.1250347679236522,-0.4599751374528033,-0.8111531210403217,-0.6577434508127116,0.7629850890335164,2.4545960985318667,-0.1527701862254858,1.6240502392413538,-0.5770441979100004,-1.1074867277091889,-0.0728981774187606,-0.8797322169138574,-1.0447935382084828,-0.2666811457349882,-0.8643528776764602,1.233971976974549,-0.4905026129300751,0.175971633505294,-2.010351145600801,1.2538146
lh_S_central_thickness,-1.6166065953407067,-1.0895091606100662,-1.018427220392194,-0.5018607693770449,1.2909046300267617,1.1327519903757184,0.8630960404919553,-0.8691033921529797,-0.5267690386727916,-0.3558493209224964,-1.7342151402835333,1.4190841719994192,-0.035557762692908,-0.8971746704679449,0.4531001984131738,0.0511139090081863,1.3910744378719202,-1.1464576687484025,-1.291925728041031,-1.249281296898003,2.0117226
lh_S_cingul-Marginalis_thickness,0.3190293478272061,-0.6410740283967644,0.0208932237443039,-0.1582965897798529,0.7851524460496538,-0.2836744113048389,-0.6602989334523215,-0.0659464777960155,0.1341693311688783,-0.4796975755866093,-0.1289019204133083,-0.0777101096273482,-1.0213828364362547,1.344666383924998,0.1264786912410353,0.5142642698095037,-0.9412622376919598,0.2301752652566371,-0.7754115656862759,1.2918957714874229,-0.3272316
lh_S_circular_insula_ant_thickness,-0.3781830440042352,0.5905772759412785,1.762375334249208,0.2839003355603231,-0.0698444703032905,-0.2065752515685164,-0.382263523075832,0.6334903325064125,-0.8167919248151414,0.1297390328109536,0.8609469943172001,0.8947883280880014,-0.2109022637084198,-0.4425855964787571,0.6940352043334442,1.7491242741489117,-1.0822796305805864,1.1145043878969376,1.3845882024804554,-0.3494391500148638,-0.8628708
lh_S_circular_insula_inf_thickness,-0.182678039832239,0.7061661062858622,1.3648339422511484,-1.1725228517933843,0.1552984339415629,-1.4572321241614197,0.1529695827334823,1.4128953182660406,-2.0973880540472645,0.7019987215581436,0.3388992628314707,-0.1406615045977379,0.5712078958929423,0.2558850726597889,-1.065424417963011,0.5317238849314295,0.1281958936008819,0.9032923200134736,-0.1260523812529662,1.589188468182743,-0.470677
lh_S_circular_insula_sup_thickness,-0.1464935872259104,-0.133802224986782,1.8256201908056209,0.1054538730156536,0.6907375875976063,0.0287185754736255,-0.3395132103347067,-0.5166387432619768,-0.531275304387503,-2.217984746317937,0.7934388903746707,0.3724714676560156,-0.3212775719640346,0.6771634098511861,-0.3205517424159458,2.5475779745134477,-0.2000991627292567,0.8742878725891622,1.0912836621760158,1.5596281134713943,-0.524636
lh_S_collat_transv_ant_thickness,-0.1914494594630796,-0.0756096901734874,0.8230555598616,-0.987440973645326,-1.1494816658701614,-1.4486982008024636,-0.7200748528132579,-0.7939414178048322,-2.149512425917228,0.2476234011402789,1.5138064017770507,-0.872348311149723,0.7670320570356312,0.3663501229189192,-2.211996531481024,-0.5474875642269417,1.223913930092828,0.1676614955980223,-1.1994734775202018,1.5513107631651055,-0.7290673
lh_S_collat_transv_post_thickness,-0.1663856771436325,-1.450456885778043,-0.6821142991444366,-0.9121008050156204,-0.9847026034013046,0.1348778377672977,1.8249642571265112,-0.5872182907177947,-0.1364014356892727,0.5843860621326658,-1.9602670836645373,3.493152179215868,0.1910291789828163,-1.001373898172588,2.6478092526541137,-1.8814905516334477,2.756638499556308,-0.5517633436104415,2.5065339973085625,-0.6051131144057431,1.0037346
lh_S_front_inf_thickness,-1.439872705870774,-0.7383402887700313,0.0928951128142906,0.7679683906421952,-0.1497548885105479,1.1766993724850654,-0.1362630144149296,-0.8642511998807437,0.416078974269424,-0.7750096307251669,-0.5882222982028116,0.281843318283021,-0.2016738334220692,-0.8676495837417145,1.5817419206564232,-0.4961589162990222,-0.2400710541026967,-0.0417807640527905,-0.4904611157278955,0.3140734386226913,-0.07567358
lh_S_front_middle_thickness,-0.7989545611089586,-0.7098211711218918,0.1438675065970149,1.3668902597070576,-0.0613742260335487,0.5975314043571719,-0.2578872749279157,-0.3712923581752922,-0.2322641634907175,-0.4317756817821594,0.2802565448361959,1.0257885560149569,-1.1095717229858435,1.953838660439742,1.4839326597451556,0.935813684832382,-2.039468080347248,0.0531664221121251,0.017105437637804,0.8524365174066617,-0.7344664
lh_S_front_sup_thickness,-1.1796561922242823,-1.0426017843148734,-0.2024284957584994,0.6316245024726468,-0.2525615686146396,0.2434047557350915,-0.4450393862325982,-0.5025284422242506,0.0022435223793412,-0.5012651279719996,0.2847788555508301,0.9186858296789856,-0.9154278068195182,0.018946826196907,0.9915434128006196,0.9215660003389766,-0.7504058147601678,0.247960213979033,0.9124943827927496,0.9022244192663648,-0.4872993
lh_S_interm_prim-Jensen_thickness,1.0519387650898355,-1.2616963457834982,-0.0652007487257515,1.3672015426342097,0.0550061971238057,0.3816371062054752,-0.406270949052667,-0.6513870099055821,-0.7839736745352597,0.0968464783960385,-0.0897915819160104,-1.5937642541619952,-0.5021997451251129,-1.2968414087468272,-0.9391347335196172,-1.8844139786963816,-1.61537465645906,-0.4074849442259813,-1.8211781119178965,0.4856030335201056,-0.53448033
