,ce1-Ex7-In4-Ex5-Ex4-In1,ce2-Oligo-Endo,ce3-Micro-OPC,ce4-In3-In2-Astro,ce5-In6-Ex2,ce6-Ex8-Ex6,ce7-In7-Ex3,ce8-In5,ce9-In8,ce10-Ex1
rh_S_circular_insula_inf_thickness,0.13933183714573616,0.31279670830773165,0.33962870754764546,-0.08693697774280715,-0.8243969391764976,0.5675018822818565,0.5046080779300188,0.9360365349859684,-0.05951536328048694,1.4690116364385444
rh_S_circular_insula_sup_thickness,0.8945161795099822,0.5831280218262767,0.44446386375684316,0.6681168927762897,-0.6027763989467859,1.9465400987000243,-0.862104587313558,0.5928327944928924,0.31491690699051816,1.577663849303909
rh_S_collat_transv_ant_thickness,1.2360426582554898,-0.9224083345631116,0.5930936742021788,-0.17625877804912865,-2.2818577059906664,-0.9804473594397946,0.912261148704381,0.06523883947843825,-1.549052699359946,1.074196271338712
rh_S_collat_transv_post_thickness,,,,,,,,,,
rh_S_front_inf_thickness,-0.41490128758503153,-0.31255564446455775,-0.7969323837774976,-0.6888875518551925,1.138173245540493,-0.08684964894515146,-0.43614129745619024,0.06234354273579848,-0.665877677859958,0.34245042300318507
rh_S_front_middle_thickness,0.5522883772767766,0.8465455466974732,-1.6179015260630307,1.292514027572821,1.9209965796637258,1.0015849365871181,-1.7395279845514755,0.47396479612071785,0.6275753438849127,-0.022724352503305373
rh_S_front_sup_thickness,0.2724055075153341,0.6047882188520811,-0.8967316445590271,-0.19152652278703425,0.7027042064407446,0.6280955925196342,-0.7262725828102315,-0.15891993743458735,0.6088691131791231,0.6795415819464691
rh_S_interm_prim-Jensen_thickness,-0.03832983798741749,0.7739880073156391,-0.9486352710672697,-0.8858695797128766,-1.2054768760452612,-1.317999971600818,-0.49685827630786716,-0.01942974082213783,-1.1059055923178207,-0.7078168995972608
rh_S_intrapariet&P_trans_thickness,-0.32014896426082573,-0.9322402148816122,-0.5816228615738952,-0.1945350140137436,0.6640493368974204,-0.9289668189017473,-0.4626795250045151,-8.660256696496615e-05,0.35524623902788494,-0.10932230578067784
rh_S_oc_middle&Lunatus_thickness,-1.5264970330081329,0.7007516611531586,-1.499443762763089,-0.45992987314912465,-0.8001875072074993,-0.5152230432065475,-0.14378658632754718,0.23044936241111252,-0.5794918432944626,0.13653476610119408
rh_S_oc_sup&transversal_thickness,-0.6907238146165666,0.6967219999114902,-1.326803138025235,-0.43191337967983956,0.4652638766901133,-0.7893085485014689,0.07384317122501155,0.6930174441939793,0.6709108087456445,0.12628717524913685
rh_S_occipital_ant_thickness,-0.7815012451939878,-0.25769292699750584,-1.7322823373267564,-0.39569428719874333,-0.010579650954524575,0.5124146746785898,-0.4898352596985135,1.2825120480264316,-0.19759250110482368,0.946748312207152
rh_S_oc-temp_lat_thickness,0.09445525237432036,-0.2653913305422952,-0.9550427903868476,-0.3179266344789294,-0.7201678739782144,-0.9170293788087164,0.28068895979012237,0.8078866612513524,-0.371756495311184,1.190196457459881
rh_S_oc-temp_med&Lingual_thickness,0.11495715259188485,-0.9842190117951155,-0.4611500575451562,-0.19056867847606118,-1.7375143772138273,-1.7270115463416338,0.6425152149493978,0.8445222713554438,-1.4796488726506205,1.2684107069222263
rh_S_orbital_lateral_thickness,0.20345313279976074,1.5824230780492765,-0.4334886561818153,1.0147494321721346,1.4925847400537546,0.8564645007008673,-0.5601996620417864,1.8236559497407823,1.7186368849599514,0.4328505454228532
rh_S_orbital_med-olfact_thickness,0.9923740957843366,-0.7990361494084188,0.661399682972163,0.6371050009975725,-0.4981562887639144,0.04601943095103188,-0.576780883914995,0.6651060992015392,0.2574216886008208,0.948015294664984
rh_S_orbital-H_Shaped_thickness,0.4142997683197094,0.004479188362897818,-0.5506445093145772,0.6521208675995491,0.9563183114765783,0.13421551745803514,-0.06080986274081801,1.1909854095479633,0.675371806191259,0.24429856510794656
rh_S_parieto_occipital_thickness,-0.8041199533951342,2.6759224724226645,-0.7404033530636108,-0.5793383503005811,0.18633841372689958,-0.572415044553521,0.017268422262781247,-0.4834549523571453,1.404577390677807,0.05447294149039511
rh_S_pericallosal_thickness,0.22263492563216172,1.1435958325413231,1.292773137699996,1.6500560857705444,-0.2851379864891512,0.31778323578211554,-1.5240194592507381,-2.5385697666714973,0.29086302375322387,-0.5602813298834312
rh_S_postcentral_thickness,-1.510068571913661,0.025225260722666693,-0.6877758193721046,0.015929700376275842,0.05815121784489293,-0.36233020776884733,0.22732542100940847,0.2449593597588559,-0.3096278103264484,0.3461022906526671
rh_S_precentral-inf-part_thickness,-0.07148052884027396,1.3399934965881077,0.20326246945358717,-0.5341630230043135,0.8427826806340678,0.715109120599565,-0.09762057054500795,-0.816894237380737,0.21930051400103484,0.3389408754271547
rh_S_precentral-sup-part_thickness,0.1864215742292219,0.0003117254705733291,-0.8624108748445034,0.1312022018288149,0.9854077382802914,0.5688490452494184,0.5316931246678005,-1.5640805331949919,-1.3944288501758881,-0.15225806069102796
rh_S_suborbital_thickness,0.6795553317723099,-1.098262081486141,1.2749349482974281,2.436854780967172,0.35137008762230704,0.788160675968473,-1.0058168382766426,-1.3538940686342076,1.2524901416487797,0.6012130322152945
rh_S_subparietal_thickness,-0.16937442756583027,0.110649042667072,-0.9804865907376283,0.743159597879834,0.13319817924758845,0.18407592663611672,-0.7311243738295096,-0.4365153303613304,-1.2082946687568155,0.5997783029777339
rh_S_temporal_inf_thickness,0.3984586842008849,0.3732040819360227,0.14654287469974486,0.8073782645971684,-0.8904856130765161,-0.3380616385969596,0.332835273252614,1.1977214946177608,0.06707899172676285,1.7596107445294926
rh_S_temporal_sup_thickness,0.14113534987398438,0.4433912595547381,-0.6809351791765172,-0.8799115049175689,-0.6920142370882161,-0.4491442253028104,0.0737399820356647,1.1499105481102363,-0.4782196339803415,1.2455838617284258
rh_S_temporal_transverse_thickness,-1.7835181624443999,1.7484319411161104,1.153412864213581,-1.7663327095160448,0.7132535619191215,-0.9642041987273394,1.51516730366189,1.1060840423112108,3.076371139323114,0.6194264494802183
