,ce1-Ex7-In4-Ex5-Ex4-In1,ce2-Oligo-Endo,ce3-Micro-OPC,ce4-In3-In2-Astro,ce5-In6-Ex2,ce6-Ex8-Ex6,ce7-In7-Ex3,ce8-In5,ce9-In8,ce10-Ex1
lh_S_interm_prim-Jensen_thickness,-0.0897915819160104,-1.5937642541619952,-0.5021997451251129,-1.2968414087468272,-0.9391347335196172,-1.8844139786963816,-1.61537465645906,-0.40748494422598136,-1.8211781119178965,0.4856030335201056
lh_S_intrapariet&P_trans_thickness,-0.5178495967909117,0.0606792405684586,-0.8523623969234045,-0.2729327907612849,0.652217132626418,-0.7507890445217843,-0.42510222686043786,-0.12202823197803006,0.5392092605457516,0.3711079527108597
lh_S_oc_middle&Lunatus_thickness,-1.000347027956231,1.4809925107956181,-1.3174381728328217,-0.5021993095919555,-0.20603195238720812,0.04591229090165422,-0.2927887426056508,0.5603564789238965,0.8099857934937462,0.1405037595480339
lh_S_oc_sup&transversal_thickness,-1.2827864862710006,1.7541322571225686,-1.508377079584248,-0.939820606911429,-0.4220975623558505,-1.0945548447023274,-0.07662911742153478,0.04627706224514316,1.2794496889650606,-0.45976821909983767
lh_S_occipital_ant_thickness,-1.1771106853701643,1.0124504520321416,-1.7455675408669395,-0.041029462286873805,-1.2083034509780048,0.6979140148706722,-0.7950466658576509,-0.22165168901825816,0.04576068953924259,0.28904276312307203
lh_S_oc-temp_lat_thickness,0.4168914049345087,-0.4654440757493187,-1.0562625921085917,-0.2927825541458482,-0.9986625117556895,-0.701605750880072,0.6090445214392765,1.0260852443095507,-0.27755721071530626,1.4311270505107334
lh_S_oc-temp_med&Lingual_thickness,0.048308579468972226,-0.6982193943693514,-0.051150738588375905,-0.38467653231521604,-1.6184097968286477,-1.4975777162488357,0.9887853199273118,0.4287776683708172,-1.6547888867683456,1.004995163782997
lh_S_orbital_lateral_thickness,0.07737827224647513,1.4446905098971716,0.08443181789404004,0.8421709393610033,1.3172711563303758,0.7040392381093671,0.3637877484134985,1.7412598504844672,2.101227535568982,-0.24733552552440582
lh_S_orbital_med-olfact_thickness,1.2327226640221003,-1.0413001881314021,0.4390327915604565,0.5812756775085419,-0.17361588717661247,-0.23513195039156684,-0.42702919458433863,0.7197492454018859,0.8312916276121719,0.9344041342606109
lh_S_orbital-H_Shaped_thickness,0.18297080058391985,0.41166546522165637,-0.6286754397895241,0.5747701493169528,0.6776499034501525,0.573026548996908,-0.15468796701660895,1.1051714691939039,0.972436627052652,0.4064566091989879
lh_S_parieto_occipital_thickness,-0.8423763957344532,0.5229479116997966,-0.9783895841326932,-0.30869885865489455,0.1122368118212787,-0.28327770854885337,0.9160819187423352,0.7164256098512234,-0.13435648735598327,0.19985352921548355
lh_S_pericallosal_thickness,0.10535038347306894,1.0826754119433983,1.2008854138915726,1.6157966794415701,-0.13888984181264155,0.1886274229429053,-0.9555175073630744,-2.454147759878575,0.09065165900566903,-0.41676952856001825
lh_S_postcentral_thickness,-1.2343045943819857,0.5510603305741959,-0.3927760063224085,0.3032532895335705,-0.3120273154259606,-0.8437238656521513,-0.3712480271364882,0.06447692654724457,0.3847607696020756,0.8463349503433858
lh_S_precentral-inf-part_thickness,-0.10472930011823814,1.5937840283461435,0.3007841134678475,-0.6187821253651672,0.6251986603984091,0.509660946818786,-0.076668454004016,-0.8213220289111944,0.3448562002267393,0.18764858642823834
lh_S_precentral-sup-part_thickness,0.13456043054703407,0.13510458316983867,-0.6103858173994581,-0.004819441061703604,0.8434482875638535,0.5867683806540271,0.6014666661084241,-1.643406704836716,-1.3224956525085405,-0.38131714189096017
lh_S_suborbital_thickness,1.6302724110509432,-0.8504133661968111,0.9524901606917325,1.8797471326664565,-0.27755252951799236,0.9711158839022035,-0.790086892803096,-0.5860825704597161,1.6427093635212175,-0.1762218948159173
lh_S_subparietal_thickness,0.02882709352933637,0.20643223595352972,-0.8295059360498924,0.672641775285896,0.03205691575959303,0.43452724622303884,-0.8962836742001917,-0.5846513492414628,-1.22563587177306,0.13680091548822187
lh_S_temporal_inf_thickness,0.4050549280818886,0.5422057821622323,0.6330813209078912,0.9771888329245894,-0.8514189724421157,0.16579318128592302,0.16772286016118526,1.1161776114886623,0.6459551313646856,1.4584410052908536
lh_S_temporal_sup_thickness,0.23888710310504735,0.5681282181948918,-0.6993322229743064,-1.2798701017495846,-0.9947160779224421,-0.3801228379705932,0.1375490262440907,1.049694207085873,-0.555203827601711,0.9036247267746588
lh_S_temporal_transverse_thickness,-1.7835181624443999,1.7484319411161107,1.153412864213581,-1.7663327095160448,0.7132535619191215,-0.9642041987273392,1.5151673036618898,1.1060840423112106,3.0763711393231135,0.6194264494802184
rh_G&S_frontomargin_thickness,-0.4829484674095089,0.9674065491697941,0.963010484006711,0.6413663582413703,0.7552294250109726,-0.46524479505402017,-0.6335329150491255,-0.35574720083230055,2.7389873381839993,1.8099885657323795
rh_G&S_occipital_inf_thickness,-0.9646550883766449,1.0019209698933782,-0.4537873442942575,-0.8105417975585073,0.24076189133760836,-0.7919909805180593,1.6504547399262535,1.1128530496987348,0.4686167226478758,0.3505422106856863
rh_G&S_paracentral_thickness,-0.8009084073158459,0.929174215596984,0.24093345206212327,-0.7966276594996055,0.5204198987704223,-0.5540362083104201,-0.34372304057350367,-1.4560375333600906,-1.4227558511538723,-1.4787478191442576
rh_G&S_subcentral_thickness,-0.13395162685051915,-0.5442772945141799,0.343247248477466,-0.7337284988976484,0.8382458647187647,0.004000329497015315,0.6403472438098738,0.1827296523456841,0.3602040167185311,-0.13247718781603593
rh_G&S_transv_frontopol_thickness,0.20780301709086818,-0.5533248471249109,0.018494881316249975,-0.2565112366711867,0.460689445588865,0.37365862639492947,-1.1326752079663998,-0.13340670956862508,0.8545119948372182,0.011902158874034334
rh_G&S_cingul-Ant_thickness,1.7535493380937082,-0.36241283084145737,0.7964649560842608,2.1508257618328988,0.03638779833300284,1.3828459448470836,-1.6861637414736914,-0.6584470104822515,-0.13297855535812197,-0.0803862554251148
rh_G&S_cingul-Mid-Ant_thickness,1.1590939236256887,1.1210754101617644,1.0825768225646588,2.218777368890558,0.2720833779782402,2.068975964083957,-1.6004297762286945,-1.667372480900582,-0.5160661204977998,0.03694423555642789
rh_G&S_cingul-Mid-Post_thickness,1.0818935460215446,0.16338171504427665,0.24504572571161187,1.2233274888023626,0.4892129148191885,1.0645783503041604,-0.2386316251530455,-0.7741985955450086,-1.0513444981834557,-0.4858454233840525
rh_G_cingul-Post-dorsal_thickness,0.46571339684963314,-1.1697344949164692,-0.6880538218195786,1.7591682489369467,0.8692240624282281,0.3373894253573194,0.0002751176796498278,-0.7651418455691059,-0.7954042810586539,-0.7216971986401177
rh_G_cingul-Post-ventral_thickness,0.25831254501726075,1.3033082565509442,0.15459134562944743,1.353691004976666,-0.1984474390060645,0.6917365974122638,-0.42695532689321414,-0.07803419110366688,-0.818488270410032,-1.3836547505043735
rh_G_cuneus_thickness,-1.7781872119322573,-0.647688637327023,-1.7551092845198681,-1.6505092682882017,-0.1935663253298219,-1.3395005936298245,0.7720736251345206,0.05003192062204362,0.1983661743332329,-1.0936910013751917
rh_G_front_inf-Opercular_thickness,0.8679768838532702,-0.8510461076990832,0.6794650453912922,0.47609169241904636,0.8055190998039238,1.4436060840516582,0.7366023015020863,0.6582769340790604,-0.18619729188651857,0.22266053533122782
rh_G_front_inf-Orbital_thickness,0.30987645785497014,-0.07870183244108096,1.2917151855664906,-0.06963344803238368,1.278595226129567,-0.28556740117366813,1.3753352523224627,-0.22396684595920135,1.8810276053087998,-1.3462239488421015
rh_G_front_inf-Triangul_thickness,0.91584590584787,-0.3794465514798147,0.2604951769329124,-0.935738609327444,1.0551615452205119,0.8910698091142045,0.6178249042992983,0.9504053498378128,0.4923065821591286,-2.235226938019245
rh_G_front_middle_thickness,0.36811853831699415,-1.231045951935305,-0.1200672845156404,0.11246351437706777,0.9379617849754396,0.15077338214238903,-0.8225366682991113,-0.48064694518939577,0.03879438434542898,-0.11871615983818495
rh_G_front_sup_thickness,0.703506745795481,-0.24146122921887125,0.026340228196120752,0.25810770569197955,0.7593907548935538,0.5948292684266145,-0.7124417745714527,-0.7290990537379477,0.23313399612119295,-0.07930949198598966
rh_G_Ins_lg&S_cent_ins_thickness,1.2474451399456539,-1.2679112106335981,1.4281736519591344,0.8768372783888948,-1.6988678034791873,2.4477988716091503,-0.2843871756815618,0.20072092280726384,0.11115903758654666,0.8001898068771663
rh_G_insular_short_thickness,1.1650831410593396,-0.3569020762210313,0.5071227588614067,0.6711383586071124,0.9309519717825997,2.073810705394744,-0.19550783973926944,0.8658508769569068,0.025938347803826034,0.24947018824005135
rh_G_occipital_middle_thickness,-0.6256743563819072,-0.8172622765634128,-0.15226877588071533,-0.3713655386324458,0.002808463683369615,-0.6463236034625922,0.2575220720873175,-0.4274464385343201,0.2904591079377996,-0.46803462546161867
rh_G_occipital_sup_thickness,-0.639712477810111,-1.8606837174674626,-1.1396842727948542,-0.2881197914706091,0.2546857115639593,-1.1609597621086014,0.7914199901091405,0.6614589996121982,-0.04691171675358652,-0.7020369568799356
rh_G_oc-temp_lat-fusifor_thickness,-0.15172713453123196,0.16105833736044922,-0.7476380733314247,-0.267066996318953,-0.574828703711858,-0.6705814847537498,1.019425169700219,0.88770468842108,-0.2850065847336978,1.0955695915889647
rh_G_oc-temp_med-Lingual_thickness,-2.0675681637636223,-0.9860767237859376,-0.6731698595603277,-1.2000903117274113,-0.508836514916553,-1.3839791739375666,1.8377814337059981,-1.017726979500511,-0.38665006917149364,-2.200101665380419
rh_G_oc-temp_med-Parahip_thickness,0.9370234719456746,0.4740402341218787,2.897582785807298,0.7303375185092184,-2.3206577147970773,-0.26749726983726263,0.20901575916280105,-3.1626390451423583,-0.6799505627126066,0.1260964936079313
rh_G_orbital_thickness,1.1274149386105048,-0.9448759843933279,0.6514226639728303,0.7581372682323027,0.2768191671999081,0.5230793539031635,-0.3891322224067587,0.8007013952991532,0.7802198958316131,-0.3270080839999746
rh_G_pariet_inf-Angular_thickness,0.3252380975138231,-1.1619643914367759,0.06983523943910712,-0.3465989186137808,0.13772198128340302,-1.2850499874027326,-0.4361250297384391,0.319816107984285,0.004587067712190529,-0.2976392019047626
rh_G_pariet_inf-Supramar_thickness,-0.38447228083933266,-0.4316765577853587,0.1253840436854697,-0.8709514497222586,0.10362417677905984,-0.7547715545092113,0.039391532737500706,0.5632349395651793,-0.45353462415280094,0.0006301255306076035
rh_G_parietal_sup_thickness,-0.5762969230810462,-1.2429332066330012,-0.2712868554642409,-0.3580411019220915,0.4734823889743686,-1.2449846267961233,-0.5242082827334987,-0.37180164799463994,0.1837695643440881,-0.0905071157434441
rh_G_postcentral_thickness,-0.9706346534841246,-0.6598222659689501,0.5039150744370248,-1.2311346150229858,0.6288758413235721,-0.9203021989948416,1.2332113128221107,-0.5954053108715255,-0.28668700935994457,-1.79362709983343
rh_G_precentral_thickness,-0.3345619925028712,0.9174251436692755,0.4242009952342268,-0.6381394342630798,0.3730032026388124,0.2742496831818871,0.2402362210474655,-1.3176043766097374,-1.647703010359238,-0.5427236148224223
rh_G_precuneus_thickness,0.022203612513017057,-0.50366614419358,-1.4702320277503431,-0.6385104018363893,-0.12933916407159687,-0.4838975479574007,-0.9230779610122255,-0.35009637493086365,-0.3511575124540256,0.26354548593424576
rh_G_rectus_thickness,1.875678707677515,-1.2442312697495341,1.274751095775162,-0.04497195795289072,-0.38284020753345044,-0.44920865797645726,-0.5963727381777096,-0.37341091895320433,0.5297447895331491,-0.4186719958078722
rh_G_subcallosal_thickness,1.903696990188114,0.3573962623933211,3.227944141251935,-0.5993243524404841,-2.4679290873715156,0.1803404046526601,-2.400685452670609,-1.8580193511541674,-0.8687581070933577,-1.7637293119232536
rh_G_temp_sup-G_T_transv_thickness,-0.9234957690591765,0.45030788375663866,-0.48837944675380657,-0.9146300469438051,0.2839561695356508,0.7304145570788567,2.0049371866531347,2.221223017188164,1.204180774827821,0.35735426752591437
rh_G_temp_sup-Lateral_thickness,0.5356974977749004,-1.2634966493566884,0.667420109345141,-0.903747789068817,-1.0227499779091616,-0.986109413536468,0.7316689699033218,0.7667270032734105,-0.7775153034289176,-0.2602755152601284
rh_G_temp_sup-Plan_polar_thickness,1.2410028311379522,-0.7549043182071922,1.9670765337644183,0.42266246882625347,-2.6008650897148256,-0.06876561117935494,0.6438270224676169,-0.11104859636909356,-0.3239479585139847,1.5158999125697445
rh_G_temp_sup-Plan_tempo_thickness,-0.5672063045053909,0.13689430550024323,-0.8179429319817764,-0.9001611588504795,-0.2989898031239821,-0.9417397318620098,-0.15388822673331495,1.130803183779463,-1.3099085692375916,0.8715880221300356
rh_G_temporal_inf_thickness,0.9347006090539306,-0.7190463824068266,0.3621669907785783,0.33900526623930816,-1.2430667879816322,-0.26230643581943003,-0.11457811029191653,0.4893207107594568,-1.1873267700642303,0.6553778785370749
rh_G_temporal_middle_thickness,0.8162727862168215,-0.8218323472475668,-0.11859465134863993,-0.558666371455247,-0.9998940514014051,-0.4165984502844032,-0.36968037703304973,0.9113490301270006,-1.0702497283917063,0.26201866983358446
rh_Lat_Fis-ant-Horizont_thickness,-1.4155072093198058,3.122593024467338,0.7233742015464184,0.6044290848111824,1.622938978051804,0.13048504487854995,-1.400581352446049,-0.07673718351821124,2.3877743693515545,0.1427020141875715
rh_Lat_Fis-ant-Vertical_thickness,0.40458416531691066,0.9988510771661019,1.2128103539143655,-3.2689969167273296,0.033159047918722165,0.7002736155025102,-0.49812856327578925,0.33458880763128696,-0.8139022763833624,-1.5312712722220807
rh_Lat_Fis-post_thickness,-0.8087302410409812,-0.06761952088871222,-0.7368128487183451,0.2791083188606903,1.03396696169724,1.2289620551311589,2.29040650053157,2.1263165777466693,-0.07181843254231121,0.4586457312967922
rh_Pole_occipital_thickness,-2.6930366622216626,-0.9968166377691893,-1.1753228713364692,-0.814052466226036,-0.18188028826144692,-1.3043930627463818,1.9389186721902778,-0.6712222253152476,0.6515461750712739,-1.7367740544596701
rh_Pole_temporal_thickness,0.8326907785511506,-0.3953063300533485,2.677558279209272,1.9544526280290364,-1.7374859775145428,-0.0697337307160732,-0.5137414438553365,-0.7970815615151394,-0.927839204992527,1.677082270757719
rh_S_calcarine_thickness,-1.9704499439242593,0.042427474344903945,-0.9270101140926984,-1.1315242587804948,-0.5252175299369692,-0.7487961618168668,1.4118458356579855,-0.4141722020910702,0.2530082055341516,-2.0717335853758954
rh_S_central_thickness,-1.6833007536479163,1.4688427578075285,-0.19205450870499277,-0.465797704396393,0.27710207944590926,0.18381641880141644,0.8326600561161278,-0.963900671086955,-1.4153707003684803,-1.2770328802784758
rh_S_cingul-Marginalis_thickness,-0.03552521601354977,-0.18706996294780315,-1.0425026759345872,1.3404130399833298,0.19463755500507385,0.5416474578291245,-1.0031681388112328,0.24711717069453848,-0.6912066526066311,1.3185676784461688
rh_S_circular_insula_ant_thickness,1.1519771074015404,0.08031046293231464,-0.45196271659703496,0.07337383464102128,0.9888065438754693,1.8814638905051342,-0.11572227664812434,1.24431486311089,0.4702751733228237,-0.5736896746901956
