,ni1-5HT1a,ni2-5HT1b,ni3-5HT2a,ni4-5HT4,ni5-5HT6,ni6-5HTT,ni7-A4B2,ni8-CB1,ni9-CBF,ni10-CMRglu,ni11-COX1,ni12-D1,ni13-D2,ni14-DAT,ni15-FDOPA,ni16-GABAa,ni17-GI,ni18-H3,ni19-HDAC,ni20-M1,ni21-mGluR5,ni22-MU,ni23-NET,ni24-NMDA,ni25-SV2A,ni26-TSPO,ni27-VAChT,ce1-Ex1,ce2-Ex2,ce3-Ex3,ce4-Ex4,ce5-Ex5,ce6-Ex6,ce7-Ex7,ce8-Ex8,ce9-In1,ce10-In2,ce11-In3,ce12-In4,ce13-In5,ce14-In6,ce15-In7,ce16-In8,ce17-Astro,ce18-Endo,ce19-Micro,ce20-OPC,ce21-Oligo,mr1-myelin
lh_lateralorbitofrontal,0.7240163433974185,0.03361463582685848,0.9904193095276206,0.774705479698857,-0.11964020982208681,0.5933499970422016,-0.4141116202112258,0.3538327999706343,-0.015614129602909085,-0.037851079154436966,-0.20887427154459118,0.6188175463755652,0.2803711512632023,0.48336510389573933,-0.026274285345213647,-0.13439848436057333,0.9319341060683484,0.17402414882218276,-0.19204134731663494,-0.5600797232445769,-0.3915625877502396,0.9375845818069037,-0.9143110963068609,0.7905932587432111,-0.6046739122060341,1.0476124455609659,0.12552277733549827,0.04335861977110041,0.22250043335829597,-0.15787914710439505,0.3098540702919092,0.3855783112474068,0.0350526329621687,0.21952034684672184,0.126531237136272,0.863950399038849,0.22410478296974906,0.049228321275193276,-0.3515510506753567,0.2661798953464112,0.10154133550934545,-0.055431627408023716,0.4273488132593721,0.04759959825779534,-0.09171910574635363,0.19873372825312421,0.14893224603571778,-0.09574278048354068,-0.6742577296850377
lh_lingual,-0.4882156906663909,0.008649266620939093,0.37913252528785735,-0.25357740978861965,-1.011828838306111,0.4216792430988578,-1.760385624024757,-1.3088431159655254,0.8147144369607748,0.49221569992775127,1.8127686145693758,0.3672560164055159,-0.8581883596588474,0.05709132927563764,-0.033443817045799525,1.1857119027611822,-1.3051048748252927,-0.9540715880634248,0.2865046692448993,-0.6317659548317739,-0.872344675892603,-1.761720214934312,-1.0487613121206447,-0.18622169978627862,-0.261063163401559,0.5595758414083674,-1.3311511825683504,-0.6106232544196531,-0.4347335010378933,1.124973047424578,-0.628340793823478,-0.7258004941270845,-0.11192636912726549,-0.7593394434517436,-0.420267118962033,-1.174026793909357,-0.2858479292628092,-0.17900905936606626,0.2942079299252758,-0.3271556536450657,-0.2668611082095564,0.3550682818661568,0.1601816654443167,-0.8444977622402969,-0.33738175555813493,-0.6157821137166323,-0.5987762886331105,-0.34657728363184137,1.0813956697286788
lh_medialorbitofrontal,0.2541730846119981,0.13218621715117676,0.10990072766534326,0.12559556241343622,-0.22518345526083797,-0.03834433332845873,-0.29346754559043314,1.1546640665758223,0.3104267108703957,-0.01836586302640488,-0.6378460896461189,1.5678533811350257,0.18162834388362306,0.36438987774102866,0.42087963446467913,0.1735900206884154,0.44416078002679915,1.5898436007856511,0.2714503220326844,0.5731061195612562,0.6940074652230659,1.2632922895100651,-0.8222894264119012,0.4927302216287373,0.9012682508221086,0.8784561876942512,0.22767396438486723,0.29788203542757286,0.05221058682843222,-0.4494208489067432,0.39511511513625897,0.5956030288848865,0.2902310707138688,0.5296880129320293,-0.031974774563739754,1.0516414458244159,0.38123556141498394,0.1950559319200404,-0.517307931883914,-0.052629849733948075,0.14026495463581035,-0.29430144492257204,0.5045905809843262,0.4619533297939443,-0.4633809805988547,0.4730445297188849,0.43446021539586016,-0.8597494792236687,-0.9308009740136046
lh_middletemporal,0.5314209416610043,-0.345830310871001,0.46885805741763437,0.7127143851399016,1.0268847391921647,-0.4142169791216753,-0.556433474733716,0.3437805846840346,-1.090057758855171,-0.6414362120182335,-0.49756636328640436,-0.11799940436470266,1.1847786418840187,-0.3105840682476556,0.4316862144437777,-0.35843498639914456,0.05673022086725754,-0.7362819415371434,-0.13745139377052282,0.2579011643926303,0.27150355038695595,0.4359323513649759,-0.2851247021130153,0.10928365774452684,-0.0069670146014414675,0.27930693612212226,-0.33606186275984967,0.38449795068758585,-0.24759992474020526,-0.3166984629152348,0.29873578461553446,0.3011282135485322,-0.30551643587985755,0.10975885291500216,-0.1549849287118161,0.03045724086608378,-0.11346683702230778,0.05109827035258471,-0.30750976925137086,0.22274215511357057,-0.42657536634605153,0.11135792415127833,-0.02645453545989095,-0.0656740917295141,-0.12818431694303373,-0.20769369534216747,-0.1325206625235714,-0.036464407074293395,-0.4879290735034021
lh_parahippocampal,1.1391326534413846,-2.1320567674168918,-0.4174720235517092,0.37908608626539464,-2.1675970220120155,1.2781483143846566,-1.405417477416101,-0.7727723996215891,-1.1851990785554192,-1.7873964070159698,-0.23922669998953275,-0.8415630990378209,0.2970117106337414,0.5302644755308316,0.2714558551523173,-1.3940721044195032,-1.0868077762773103,-0.8630506056491459,-2.115113349439942,-1.6158511973221168,-1.7087630284689015,-0.7994339521800247,-1.4485454517547216,-2.3753143348426464,-1.136959420509471,0.5994706944884541,-0.9815319375457051,0.2758885597001512,-0.6214821791947855,-0.7551950725786057,-0.18802249440659793,-0.43461550096982254,0.4771278207340206,0.40305483534046993,-0.27493993173964193,0.5737954300916794,0.06369134072335476,-0.019727229977675485,-0.21508621461480218,-0.5456883738049922,-0.7371642539957589,0.16165323327240197,-0.12413215166020093,0.47833784171868493,0.04225445465722855,0.6980615821559921,0.4593217760478086,-0.16373038206475146,0.2559391839252337
lh_paracentral,-0.5517849360341922,-0.49964734700580055,-0.6319925240599192,-0.7030108084615605,-0.6827473463848807,-0.31300150001278293,-0.3912771140726713,-0.15203214021256337,0.12491318046186979,0.06961885094642639,-0.9571647928454555,-1.0354768126629865,-0.9866058580004252,-0.9603576138615608,-0.6879452425413407,-0.41538600272570664,0.5472285471713314,0.3839141475753142,-0.37923587450327784,-0.25930694301720136,-0.14864057717988122,-0.17238952506047028,1.3013158374680922,-0.37475960082016313,0.019871463005144436,-0.8205419793151892,0.8040933217674208,-0.33543693517881135,0.0915544902575994,-0.2517189891149687,-0.10617504348680916,-0.012255200313618262,0.33160561557464135,0.003136878673608961,0.09683887683788293,0.15654034049283802,0.05709199734605831,0.08492584801919886,0.2641835836449679,-0.28266279065354377,0.4029782897411154,-0.2194486958284307,-0.6057206867242593,0.18900210535196096,0.02759210414861041,-0.24311942136652928,-0.08793098724509398,0.05348658975702709,0.4300256129326928
lh_parsopercularis,0.26435565487455925,0.7582731300254882,0.5399010428407575,0.34517634643540196,0.5895115973541091,-0.0273448934788862,0.39641646974982475,0.23778621992353577,0.7535933364820744,0.6191447561617056,-0.3084258712128381,0.02622914141383619,0.06562643107129723,0.25388061222285857,0.36256666823408634,0.3183116055819211,0.8626303811099648,0.17741867570587286,0.14047299942917588,-0.1747400932919584,1.064148956734831,0.7427058644716252,-0.044089937736974893,0.7172667845178046,-0.35617201400725224,0.25274143528543125,0.7975380539235489,-0.0004510679149697257,0.13004945245920624,-0.08425158777905488,0.19515941819279103,0.2792780337052631,0.24905877043627755,0.060977043511809575,0.29850676893493844,0.43658694749443916,-0.16017434051623589,-0.1388491208067256,-0.18202047444816613,-0.04457038676928983,0.2704879802928027,0.04297503735010382,-0.02901913829591323,-0.2752968233953517,-0.00374654895212615,0.18572444900780818,0.13550846867558125,0.002788121860871837,-0.353100342707183
lh_parsorbitalis,0.789055276129927,0.3006251474809168,1.358267214415329,1.057831624256713,0.11550247323300157,0.5852939804483738,-0.03378051492784704,0.689682736992836,-5.364371463655967e-05,0.1409424106989588,-0.30788464820943773,0.5163832590083725,0.11094375023718125,-0.15795217960008553,-0.5877450442806419,0.14955067900674685,1.0645058708531516,0.2775797700243337,0.19463815347158483,-0.1125625278800726,-0.2713575858090605,0.8811208765421595,-0.5610981737928731,0.3848751615732908,-0.06417949125170706,1.2600216014044625,0.14456699096730777,-0.09999146265549075,0.050070130260050215,-0.08503818330675346,0.291013002911576,0.40591220427236113,-0.004656750181317408,0.21689600055747243,-0.12012416256008485,0.6795719962062823,0.2507515322670467,0.0051280056580677285,-0.3137277975292137,0.18312491569204994,0.23750258661354354,-0.12751639210072396,0.1995787252029883,-0.2211425679533907,-0.3111249720826051,0.38655237990272473,0.23995505003320394,-0.5114889316662607,-0.680060792142857
lh_parstriangularis,-0.12393292433362667,0.7722421918458086,0.0737314126113566,-0.10825641047421511,0.6174128106151654,-0.11809376596919888,0.6240970219780759,0.1994462623828795,0.2613707430721299,0.4705450171377601,0.0843426896698349,-0.17018880822309634,0.027136830806096152,0.19567928323900796,0.41029446072709874,0.005784170399230674,1.2668727217166404,-0.21429304721030762,-0.2467353714372569,-0.3903554100391826,0.422043323759141,0.6104956656936708,0.037041408501989476,0.3251823311656471,-0.48888174547412533,0.6874463606656083,0.49208152875667666,-0.206545146283369,0.24134698904713753,0.179632960182831,0.3587390834651866,0.5063024573716277,0.3560112514703522,0.18696228948220392,0.44863832767171774,0.6475460440463451,0.14457567807820718,-0.0919657000001502,-0.24884039806972746,0.18117330172880247,0.3537138723822081,0.14862724575578468,0.03830357051090293,-0.08399024331987809,0.06708943846104601,0.16063741432625273,0.1508569590982023,0.12592958918528604,-0.29530444804878053
lh_pericalcarine,-0.743106103980023,1.1913230236457741,0.5226614471362985,-0.28920542771077673,-0.20657848378886348,0.6601404799067456,-1.3528362513884253,-1.6927738324455592,0.7505970472874849,0.49796317141989,2.1761482829632968,0.1132912556114404,-1.1210653714511705,-0.12785392682189528,-0.3388374528159266,1.7677319091299306,-1.193504105184389,-0.7022776066285112,0.029711613188619198,0.12714530981105307,-0.764043250064487,-1.91153186507847,-0.5714312369408815,-0.4707089284191961,0.049222103903151064,-0.2378459263107051,-1.0775022304576376,-0.9011082495769631,-0.12941592835039062,1.0909566953651642,-0.6181207020633352,-0.6612762449025132,-0.0029005073980209357,-0.5444104936397914,-0.2402650610743609,-1.2189310304770178,-0.31747412268868463,-0.24212144731851024,0.23567972044698973,-0.20565680042350198,-0.2597766973557091,0.2261086905963121,0.1742106770874683,-0.7635532684788424,-0.147098920599636,-0.7008404025857697,-0.6132258758678849,0.15958928916529558,1.3077445452173904
lh_postcentral,-0.7587411852975517,-0.18162143047664195,-0.9905249721654635,-0.9662719047493484,-0.4653384683612461,-0.5628425930031723,-0.0023957060005839474,-0.20173748822492474,-0.09351673727978839,0.04193100821880506,-0.05343136820923124,-1.5896453913269497,-0.6102567785998626,-0.8226739806353132,-0.9009182491741148,-0.8918098133990265,0.04615669007678047,-0.3771252145886015,-0.3571132471883317,-0.2803687796986692,-0.38118453082680903,-0.6162410542445045,1.3855763339204317,-0.5569509415549354,-0.37676047628945347,-0.948398552149585,0.5853378616695434,-0.4212946518128676,-0.15360545036434756,0.4059848650274818,-0.39177816980490354,-0.35154066912652054,-0.050672065891668415,-0.39499649842038687,-0.03926693588911815,-0.9683381584246361,-0.10273165541924426,-0.25757353483625595,0.24577794474668746,-0.13858494587576237,0.3926931896062151,0.10492449214981496,-0.2945635363731815,-0.29695792762876216,0.0420001359296794,0.09685518042721909,-0.05799010079186743,0.2526656718199594,0.9128546379386699
lh_posteriorcingulate,-0.8369364420572917,-0.5230415082640119,-0.9959732584862245,-0.9712899506402513,-0.6278796292220553,-0.45061739426520137,0.08829385505782233,-0.010603004859553473,-0.4103778754671415,-0.606019680119223,-0.29551847502589224,0.36543862256738874,-0.8452315071390735,0.3654715282221635,0.4909057774477535,0.38720909381906193,-0.019256222868959068,0.5008906268411213,-0.49544981196522714,-0.389990947685308,0.42997270623842876,0.3030478325155046,0.2971757102343771,-0.7172589135666688,-0.004203123749337282,0.4600196010536618,1.857500872678227,0.04572827677127125,0.16218060811224727,-0.3173791635432692,0.20489792745602853,0.2849983218314983,0.5285924891002909,0.30379995592773745,0.09170342130375543,0.9950427803311948,0.2627151999615628,0.36641660393974645,0.18966343367565258,-0.24437667179210965,0.26915207105619027,-0.15871342280235815,-0.40633944092236957,0.3724461993850363,-0.055838308436496065,-0.17585469262686895,0.0005392885543842809,-0.3351220367050262,-0.5542008435222228
lh_precentral,-0.552396606295197,0.05003456871818613,-0.4894478826169614,-0.6774349738933422,-0.5464415939428188,-0.4707351995839013,0.2806881974251182,-0.5731409359530166,0.24602608700593312,0.4252998188910661,-0.30991113044597485,-1.4658106211379722,-0.8769374675883187,-0.7000026064890402,-0.685430631240209,-1.2215805885361302,0.6095286407956371,-0.30517486341573574,-0.16248229803862396,-0.9714669582578871,-0.5734047064957796,-0.30472363666251856,1.0311891641219457,-0.023034078390509995,-1.1449782573735272,-0.7689600190409908,0.9151049850605152,-0.4134516319807683,-0.14106164636985027,0.0005537742677501476,-0.4896269006966059,-0.2160857805351949,0.23196826882022673,-0.14681191236877233,0.18992662304031444,-0.3236086613746974,-0.23707782808588587,-0.25554154455228917,0.24584124138615826,-0.3244746455200711,0.5600646053387401,0.20906323069857716,-0.6397033264927486,-0.11575107060594104,0.35712495020232843,-0.059449747584157074,-0.03767125556877952,0.5525665841358117,0.9136618730074019
lh_precuneus,-0.4388754234365795,-0.008129698945128395,0.12357589942605599,0.0713564613915008,0.5098863286978524,-0.1684123780740344,-0.1237762604718623,-0.19755950732885497,0.666844139377708,0.8498417517737202,0.11412857544162999,0.377535497461972,-0.5499333797589593,-0.29683572720412327,0.1348158360661372,0.8293887895329491,0.44591790505725404,0.13280019918861596,0.22606678916060408,0.6781026086162614,0.7681205077015836,-0.377051063420494,0.26279363369812136,0.48506552855605667,0.9031076767522356,0.03254993495571872,-0.352104108489078,-0.02155610386939859,0.12392469845458493,0.20705260454316585,-0.04566067087584388,0.047244190584484404,-0.1389214037191745,-0.17954156425834328,-0.23265597885449132,-0.2279090456328129,-0.12412493754074029,0.08085104989763212,0.21197883534434478,-0.14812357651740501,-0.1294572272919555,-0.20897342539376698,-0.2761842860428688,-0.06751768704977591,-0.24210790137556182,-0.7115244809589831,-0.4726726781201616,-0.38682257735036224,0.19044242836086978
lh_rostralanteriorcingulate,-0.01212830861409508,0.5871273493766784,-0.17085960308710735,-0.16198973973592123,0.5451995372772217,-0.08967704296112061,0.15776726563771562,1.1536754687627155,0.24013055016597112,-0.3926419107119242,-0.1729158778985341,1.2159534009297688,0.24624357064565022,0.5322801129023234,1.6949477736155192,0.5133412268261115,0.42031031370162963,2.1980743153889972,-0.1945691004395485,0.33262855490048726,1.2155146479606629,1.5097332827250163,-0.21491850773493446,-0.03796181281407676,0.7840566855172316,1.1055065393447876,0.6704038031895956,-0.2126516425175523,0.25250326711268706,-0.9782976413945884,0.4262184059868834,0.557589125831829,0.9013028780226765,0.5007440868614182,0.1739530172903257,1.1535074622849242,0.6970321664380625,0.3321896622183388,-0.4640326829974611,-0.3894402855045713,0.3035891323152061,-0.43212307806834055,0.04450030489980219,1.0116008748269087,-0.10718572076254214,0.4037677879135181,0.44436110712838855,-0.4537089353173849,-1.3383752933333308
lh_rostralmiddlefrontal,-0.6038707620069638,0.8382021116972822,-0.5798653373336893,-0.6670966227933511,0.28766974866769074,-0.7668034137794906,0.5041621028587727,0.2866009451385777,0.390202905272402,0.8801022586175951,-0.26971522352453003,-0.08373952925331511,-0.4089230005520838,-0.5819854873658742,-0.27194927377089606,-0.8030416435735711,1.7742329517663535,-0.14457895114260202,0.703660088512352,-0.569888495445504,-0.14442188014923515,0.780684167424501,-0.052316723833397284,-0.13426434261313938,-1.125282364029248,-0.2292811688098867,-0.20126053567786337,-0.012407895654866892,0.5057719886857943,-0.057342837550480336,0.12071791628597589,0.09147787705062663,-0.22929976494189014,0.11294895905045839,0.01827376963570676,0.3839224041005202,0.05332098385506287,0.03085476635505488,0.19655019709622287,-0.07199125409049412,0.3874796761237362,-0.1871325971789379,0.0013032737326366913,0.19380244319235101,0.05281611311502931,0.059661214857504745,0.035053021116337874,0.0022600063018025623,-0.5377174402966105
lh_superiorfrontal,-0.17822582140191898,0.3903212007306938,0.15515073429061804,-0.15321550346488852,0.0013519505306351838,-0.41869926220726356,0.43842705883998645,0.2770377008025982,0.2393225168757759,0.26298877388749353,-1.0605805932258272,-0.48233580724759534,-0.5451378551396456,-0.8719307517581306,-0.3790397432992267,-0.25477900739872095,1.1652950603068268,0.9857562511118818,0.24864682810177366,-0.18983051177894644,0.15957772880988944,0.7653813247565224,0.18618603045800614,0.04731296754794315,-0.12448290768858629,-0.49936498589666467,0.4198348350008172,-0.11019689316377908,0.4531013321530329,-0.18135762611477482,0.25346380858252116,0.387732440084732,0.34389749136730535,0.3801567318453783,0.1717850785253554,0.6265331686671504,0.16206868664076318,0.08532457936808736,-0.07579673497022177,-0.3381407361181144,0.42456333053909484,-0.12125872198559945,-0.18224394459659318,0.4113161650498796,-0.052080619262845414,-0.09338560865715544,0.11165708322408356,-0.1461036732134908,-0.5907098572595569
