,,ni3-FDOPA-DAT-D1-NMDA,ni4-GI-5HT1b-MU-A4B2,ni5-VAChT-NET,ni6-CBF-CMRglu,ni9-D2,ce3-Micro-OPC,ce4-In3-In2-Astro,ce5-In6-Ex2,ce9-In8
"Δ(5,30)",lh_G_temporal_middle_thickness,-0.001014140666212665,-0.004467876748733363,-0.0007557540765339432,0.005155920688171486,0.004402721029551054,-0.005919751463948172,0.00573488645090002,-0.0002968594591808704,0.006865212832867798
"Δ(5,30)",lh_Lat_Fis-ant-Horizont_thickness,0.0023762517592687687,-0.0028511906450744973,0.0013857227854578436,-0.002591038158996667,0.002858286282783007,0.004329056259402594,0.007542749215584399,-0.001982683914021788,0.0016137280287952804
"Δ(5,30)",lh_Lat_Fis-ant-Vertical_thickness,,,,,,,,,
"Δ(5,30)",lh_Lat_Fis-post_thickness,0.0027115576717598594,-0.008470592336438168,0.0003783203015225445,-0.002978032063743738,0.000911160282841994,0.00980892716789887,-0.0062150964932182196,-0.003541046824932892,-0.003052684051436147
"Δ(5,30)",lh_Pole_occipital_thickness,0.002763283345697351,8.239285442143696e-05,0.0007448606064665575,0.0027764677705159613,-0.004359246618000134,-0.005182720706078656,0.0014509767330544293,-0.0018354461660673727,-0.00725312584712734
"Δ(5,30)",lh_Pole_temporal_thickness,-6.447912010326684e-05,-0.002437288021785139,-0.006052445591111386,-0.006086079277892328,0.019102655164196722,0.013254704410089017,-0.008338029298912343,0.0006682169116735276,0.007169618782248671
"Δ(5,30)",lh_S_calcarine_thickness,0.0004978149615783856,-0.004109502169872686,0.0006914170576305667,-0.00029188689105894006,0.014881052231410619,0.0036755563672845465,-0.006196737478510295,0.0009144671735919208,0.002151612293490049
"Δ(5,30)",lh_S_central_thickness,0.0022432417525300383,0.003228402156661127,0.002230462169045662,-0.0007160883808378718,0.010219230612694828,0.007345043417361273,0.0008212482226759091,0.001153812940630168,0.009331777731842551
"Δ(5,30)",lh_S_cingul-Marginalis_thickness,-0.0007252712664514993,-0.0021758728440469666,-0.004999505428252213,-0.004131516664874782,0.0038326181344499194,0.01698706083923608,0.014340310784418067,0.001122830038823519,-0.0016767199323793058
"Δ(5,30)",lh_S_circular_insula_ant_thickness,0.006405137432323252,-0.002599301384888411,0.004373250520245342,-0.0034335559613300898,0.0016088854615606968,0.011483116637934956,0.0075009652515387465,-0.003983398564686491,0.002901262480766234
"Δ(5,30)",lh_S_circular_insula_inf_thickness,0.0028067237801928865,-0.003919065763814178,-0.001685683552656074,-0.00582878494471302,-0.011098795185231977,0.011402570397430992,-0.004337862079359239,-0.001097578459894881,0.00330905501829476
"Δ(5,30)",lh_S_circular_insula_sup_thickness,-0.002194023245179935,0.0013537308263971842,0.002954204339226177,0.0002343258687776545,0.00486498201648676,0.0028173726334765337,-0.005714359217439929,-0.0018208062817196696,0.0012639552899682688
"Δ(5,30)",lh_S_collat_transv_ant_thickness,0.0003735661291917672,0.002438127259430406,0.0020569454497192385,0.0021698425031361837,-0.01240582113944396,0.0037434233486340063,0.0015788776409804556,0.0021383579407755066,-0.002419493603837572
"Δ(5,30)",lh_S_collat_transv_post_thickness,0.004640408099655102,-0.01052018663173232,0.008383918570186721,-0.0035681728438213822,-0.01295321084617751,-0.00504149173180371,-0.023622284989226805,-0.011552353156542572,0.002038380912111573
"Δ(5,30)",lh_S_front_inf_thickness,0.003990612936056917,-0.0002861746010587307,0.008125088917975254,0.001916218053127125,-0.006353598492247731,-0.010083180349694798,-0.01741629838837612,-0.007654839899400898,-0.021092522799977476
"Δ(5,30)",lh_S_front_middle_thickness,0.00012476287088902804,0.0035453224806200057,0.003647715461840173,0.006586096220461385,-0.01420857513328469,0.011614777878187738,0.016181877055858107,-0.002318197671579092,-0.004731512055332759
"Δ(5,30)",lh_S_front_sup_thickness,-0.0009305473290799476,-0.0004753803384365124,-0.0026345633276042557,-2.4509988064497223e-05,0.008349441600292148,-0.010083393029857404,0.0014912529724971368,0.0021204186799733543,-0.003837448481705863
"Δ(5,30)",lh_S_interm_prim-Jensen_thickness,-0.00044584783647015624,0.00971486694563213,0.0029502532094785594,0.004398287269619244,-0.010137761318396901,-0.000264399442958585,-0.007505858592704209,0.0017692212954159153,-0.013951763942652198
"Δ(5,30)",lh_S_intrapariet&P_trans_thickness,-0.0007125865262288256,0.0006649634196332216,0.0037952470468819166,0.009442759457646624,-0.013425519674744202,0.004810916175712346,0.001734184790480764,-0.0007023257956838835,0.003709367475403652
"Δ(5,30)",lh_S_oc_middle&Lunatus_thickness,0.0026519836598367236,0.0001808445613028925,0.0002148984409191257,0.004377019093657966,0.011045655826679796,0.016631639802677456,0.004165790726036636,0.002410775343200236,0.014485465614445928
"Δ(5,30)",lh_S_oc_sup&transversal_thickness,-0.0029687807651673226,0.0003393706552948794,-0.0011664698611627694,0.00645940632452785,-0.0040387963631001444,0.01914873072985443,0.004228654397781931,0.004475249185503086,0.02206683402368173
"Δ(5,30)",lh_S_occipital_ant_thickness,0.001161996587585673,-0.0017773732288447613,0.0020581172895554334,-0.0021857173356553267,0.004131602462366463,-0.022984897257778303,-0.008880506109629885,-0.005327818162630837,-0.013115698983742638
"Δ(5,30)",lh_S_oc-temp_lat_thickness,-0.0017507157034435117,0.0005881474576370921,-0.0015828297036326322,0.00533392100346311,0.0004379532318550955,0.013359799162214483,0.004460331339954202,-0.0005832561275838921,-0.0011526455446753542
"Δ(5,30)",lh_S_oc-temp_med&Lingual_thickness,0.0006280376014029809,-0.0014477086292204872,0.0002497482645947985,-0.002057430542325586,0.001963796315735261,0.004885813385155036,-0.003783404101688273,0.0010327195415030799,-0.009082443268535148
"Δ(5,30)",lh_S_orbital_lateral_thickness,-0.002328103937777687,0.007103390689451816,0.0015354422213941787,0.007738974047257277,-0.01841307195424355,-0.0008959991109384613,0.010887894614119861,0.0008628515154828487,0.016867960596371967
"Δ(5,30)",lh_S_orbital_med-olfact_thickness,-0.003097790623909469,0.0009214510714919272,-0.0011371383158177567,0.006327319149742008,-0.004307860726111806,-0.003020885987631755,0.0031935622217907217,0.0011488338545242865,-0.004092489456931497
"Δ(5,30)",lh_S_orbital-H_Shaped_thickness,0.0012943405000184482,0.0020731000203626504,0.00335425579146037,-0.000786931037971561,-0.003586114295428322,0.00818271269491555,0.0016271059508313201,-0.0012589866603188726,0.004109292049121749
"Δ(5,30)",lh_S_parieto_occipital_thickness,0.00022618960695813817,-0.0016245164582401328,-0.0010599288597636508,0.0015170330985961183,0.004021237380640086,0.008282981725028365,0.0010511774791442524,0.0008300714702072776,0.000623892540417767
"Δ(5,30)",lh_S_pericallosal_thickness,0.0017549771377124816,0.005561993678117036,-0.00034780479103242723,0.03113984612924573,0.026440579547492495,0.005630626419624911,0.0012589775747768872,0.0003283904503356763,-0.0004918418692382229
"Δ(5,30)",lh_S_postcentral_thickness,-0.00289583195183811,0.0015495493721003617,-0.0023365886781684525,0.004333792720531138,-0.0043302196554040745,0.006555628566414451,0.010624445903428995,0.0035739006913656085,0.011073882365770407
"Δ(5,30)",lh_S_precentral-inf-part_thickness,-0.0004584804493474731,-0.0013488209509367743,-0.00328388592633487,-0.006963757458890579,0.004482845334063179,0.011441983991684793,0.0053754388908962,0.0014624152140897823,0.0023035705585871674
"Δ(5,30)",lh_S_precentral-sup-part_thickness,-0.00021678687195432478,-0.0007766312187696411,-0.002347869305918432,-0.002125929660888648,0.004431035670960148,0.0013554151947942489,0.0010366736596727766,0.0030950879471170756,0.01725464988886853
"Δ(5,30)",lh_S_suborbital_thickness,-0.0006453760926590502,0.002947085001970884,-0.0015091892671467433,0.005325793492391928,0.00742035957516371,-0.00558092849603406,0.018289741222149852,0.004473047492254439,0.01788994863035248
"Δ(5,30)",lh_S_subparietal_thickness,0.0009945799094394636,0.0011007973688100248,-0.0005210796002120405,0.0011328233373786162,0.006017291824112134,0.006364663220955108,0.006770075308747139,0.0004795519323473191,-0.010861099129388999
"Δ(5,30)",lh_S_temporal_inf_thickness,0.0009469825962953732,-0.0019243788384666338,-0.0006309858358646975,-0.0029392918743930546,0.008773169201028358,-0.0020037712284062814,0.002565414111759784,-0.002476201154802099,0.00435192315732337
"Δ(5,30)",lh_S_temporal_sup_thickness,0.0021087719992318593,0.0023634300224134597,0.0025167919090225838,-0.002654416134221016,-0.0025832731888239535,0.0099409318264755,-0.01258193695927505,0.0004113494581878263,-0.003447404974402185
"Δ(5,30)",lh_S_temporal_transverse_thickness,0.00022452698789876546,0.005365752313850697,0.003601254127878706,-0.007666162365986856,0.0017194151911818223,0.014777098812115835,0.009953080387170549,-0.00114599753449518,0.006835545155330747
"Δ(5,30)",rh_G&S_frontomargin_thickness,-0.003653896432475906,0.006370535989824816,-0.0017048573561599945,-0.0046771280252217995,0.014398885635338352,0.004404315654893992,0.007604497694470691,0.0035443053416724657,0.02224625751930913
"Δ(5,30)",rh_G&S_occipital_inf_thickness,-0.001205073192107664,0.0013489741935364535,-0.001349581968192043,0.00704214239242075,-0.0008962564806760526,-0.006050887227914067,0.010930380476386198,0.002023727087364535,-0.0009027323604233056
"Δ(5,30)",rh_G&S_paracentral_thickness,-0.005559489106941443,-0.003248114702747669,-0.005697883555044775,0.010591267391830264,-0.014088472027864361,-0.010952546127154003,0.006067152565072571,0.0004313841623080142,-0.005670100276377023
"Δ(5,30)",rh_G&S_subcentral_thickness,0.0002660237799038817,-0.00425301878419479,-0.004863006673269887,-0.005292939109109676,0.0024945570381759707,-0.004075803001990966,-0.0072153058953291355,-0.0018857783361999753,0.0013435823511819545
"Δ(5,30)",rh_G&S_transv_frontopol_thickness,-0.002185179951028321,0.007981372013062482,0.003122477181491584,-0.00665698874354663,0.012774298443188448,-0.009338099680759604,-0.0033050931013835355,0.0009547443374182812,0.0015977057416065588
"Δ(5,30)",rh_G&S_cingul-Ant_thickness,0.00015277903875131338,0.002598478014021882,-0.0017524978046368767,0.0005475754522684811,0.006084728382980312,-0.005200009754337015,0.016349488672136592,0.001362469958849255,-0.0014234126236191413
"Δ(5,30)",rh_G&S_cingul-Mid-Ant_thickness,0.0019009098353231085,-0.000399574649772097,0.005194617508246735,-0.0010069827467717035,0.00820020174053579,0.012908095854787277,0.01831603402133604,-0.00041069335544621777,0.003040544072983556
"Δ(5,30)",rh_G&S_cingul-Mid-Post_thickness,-0.0004628501966185833,-0.0025595158200453216,-0.006834072797489793,-0.005667120532990719,0.015908211218730414,-0.0035721559838066824,0.010655305238965088,0.0002470950263024768,-0.008970090570076986
"Δ(5,30)",rh_G_cingul-Post-dorsal_thickness,-0.001612468811597989,0.003569891131950248,-0.0018266857388763713,-0.006014999029036072,-0.010983655107573764,-0.0005324558726617079,-0.01406699473559267,0.0016352969012344565,0.012291970584954737
"Δ(5,30)",rh_G_cingul-Post-ventral_thickness,-0.0011905468967177424,-0.01013875326426518,0.007392223708445236,0.012361394223844607,0.0015369261956514196,-0.0080503599183286,0.011534570417585835,-0.0027389759951654408,-0.009233928552837611
"Δ(5,30)",rh_G_cuneus_thickness,-0.00017337078978846288,0.0013282904837672305,-0.0012049883489612667,-0.00673483915224482,-0.003789302136543493,-0.002275381401311699,0.00561466200063615,-0.0022542853067917257,-0.00528517994284175
"Δ(5,30)",rh_G_front_inf-Opercular_thickness,0.0003786831316205663,-0.0006392568584458747,0.0028017556072666983,-0.0005635298695537833,-0.0063534174910396535,0.012804731236742764,-0.004020781133675891,0.000479406731773116,0.005096596465174408
"Δ(5,30)",rh_G_front_inf-Orbital_thickness,0.000273857852551046,-0.0021525414678752325,-0.00039003993002831305,0.001827560550242635,-0.0046916783942736046,0.019547336886740554,0.004462235735127926,0.0014713150882614684,-0.001759480416646031
"Δ(5,30)",rh_G_front_inf-Triangul_thickness,0.00016303611479592806,0.00308481435766432,0.0005415846234614746,-0.002189055014570479,-0.0014194375554079791,-0.009778422597333733,-0.010104787719530606,-0.0020728911759333446,-0.0025528636510302183
"Δ(5,30)",rh_G_front_middle_thickness,0.001721388301850646,-0.006946380366610827,-0.0011535182900481722,8.925455854680298e-05,-0.0007384232702239424,0.0073559111618079764,-0.002068802474023801,7.740432862858582e-05,0.004592494584167453
"Δ(5,30)",rh_G_front_sup_thickness,0.0022495352333342933,-0.0014979369567580253,0.0008688897266685147,-0.0003599564371210562,0.001171818131775873,0.004353608560274058,-0.0031468192136650946,0.0001714072229368202,-0.0007556424301683462
"Δ(5,30)",rh_G_Ins_lg&S_cent_ins_thickness,0.0007313081198658256,-0.0003655998916343439,0.005059495031298419,-0.012458058117305493,0.0179231192922102,0.0004020565883694899,-0.014323018839073401,-0.005317132005362872,-0.01562120096702601
"Δ(5,30)",rh_G_insular_short_thickness,-0.0037771108907376227,0.0015600460393312005,-0.0019716135009667374,-0.005733470640026855,0.01628431884045961,0.0023440860963667848,0.0009940042665182725,0.004351107456909156,0.006456470974863571
"Δ(5,30)",rh_G_occipital_middle_thickness,0.0015823595987596306,-0.0017158205467459053,0.0023769951869760247,0.00769098259070318,-0.010576081774579194,-0.0002980382468845272,0.0019467099970254254,-0.0014335048737628836,-0.0034647422450900522
"Δ(5,30)",rh_G_occipital_sup_thickness,0.002345754558047003,0.0011876314885455735,0.00037784079925898273,-0.0003831928907091914,0.002241771285490274,0.003493071102757442,-0.00309166606906619,-0.0005525541251402977,-0.0026667904809214438
"Δ(5,30)",rh_G_oc-temp_lat-fusifor_thickness,-0.0014231942189340818,0.0009850812193403918,-0.001561580194995929,0.0011736086915824645,-0.0015148966168930522,-0.01057816646231527,0.0029749318525903734,-0.00027917413312283923,0.0009706919893233135
"Δ(5,30)",rh_G_oc-temp_med-Lingual_thickness,0.0013272091457165736,-0.0030803452512545293,0.004199283474704316,0.003855025380266386,0.01567139725325528,-0.0033932231800140877,0.0014851064335360264,0.0002877240738681508,-0.0018705339760599071
"Δ(5,30)",rh_G_oc-temp_med-Parahip_thickness,0.002849360988768007,0.0028697384777804508,-0.0021072700990948864,-0.006419069485615027,0.005053130098377399,0.024403652330962596,-0.005235577963873875,-0.0019208669959409341,-0.0014798148574728942
"Δ(5,30)",rh_G_orbital_thickness,0.000892729771803838,-0.004779588620674499,-0.0010816073961762013,0.002158529226905001,-0.012435912793579182,0.01152764558920906,-0.004824381637849234,-0.0013284475824805048,-0.002897789289619229
"Δ(5,30)",rh_G_pariet_inf-Angular_thickness,0.0017073380951940775,-0.005149441294596782,0.0009481519056878801,0.0019024592265019097,-0.005225848334167241,0.00603271674632716,0.0005141087784273218,-0.0016224072902200765,0.0003907718945707489
"Δ(5,30)",rh_G_pariet_inf-Supramar_thickness,-0.0004901511690022925,0.0021170124579116684,0.0032935125009568855,0.012256368558144146,-0.005240536327179496,0.0027164556349707214,0.01111990074341579,0.0013436387968976116,0.006398564422761155
"Δ(5,30)",rh_G_parietal_sup_thickness,-0.0030132048025634794,0.0012246963466360644,0.00042757330715234576,0.003144215174332013,-0.006866749002536768,-0.001759459498285626,0.0018827984157129274,0.00016291168867406391,0.0024834543026382577
"Δ(5,30)",rh_G_postcentral_thickness,-0.005170513185342514,-0.000918926950931577,-0.00336038887297941,0.00597692706130043,-0.009544594821731194,-0.014596710825061941,-0.0011729470230060837,0.0001796580436268791,0.0005211477443948509
"Δ(5,30)",rh_G_precentral_thickness,0.004653947510521089,-0.0021579334198513073,0.003224708122730152,-0.002810653988589276,0.002688879467877145,0.015559336942061186,-0.0016944396833847297,-0.00023997348370827926,0.012925455940364441
"Δ(5,30)",rh_G_precuneus_thickness,-0.0006148329565488497,0.0006646165058368791,3.7269276190465828e-06,0.006103820829073847,-0.0022153358618443586,0.01217808730940717,0.0022234274805067455,0.0020965942496164597,0.0013826814400754173
"Δ(5,30)",rh_G_rectus_thickness,-0.0009414418019368792,-0.001052340917050601,-0.003155101557917664,0.00449126334222158,0.01383320384484682,0.019470651146485315,0.006810831777639151,6.365791856191572e-05,0.0017687616635283232
"Δ(5,30)",rh_G_subcallosal_thickness,0.003595136825406464,0.0026795965407509156,0.001785340359140547,-0.0035523858940617395,0.02013618403468883,-0.01387867118810334,-0.015639619188671523,0.0017422982880993323,-0.009633492065378682
"Δ(5,30)",rh_G_temp_sup-G_T_transv_thickness,-0.00011620359363803678,0.007597780569889939,0.008835447054955065,-0.003926930731306635,-0.005906353160530842,-0.007388437678563148,-0.0015210708574212028,-0.002982219921972132,-0.018673596486096067
"Δ(5,30)",rh_G_temp_sup-Lateral_thickness,0.0008870731523767592,0.0005663877579420162,0.0016774155620206954,0.0002598018092820689,-0.0007701481798815593,0.0067594148818275815,0.005858548442698959,-0.0013474562294285702,0.002364589389668305
"Δ(5,30)",rh_G_temp_sup-Plan_polar_thickness,0.0010160318798128343,0.0010729638568579142,-0.00012078685436187758,-0.004325339282309597,0.01124434087805376,0.006319846828195891,-0.003569358184909034,-0.003372578403391488,-0.008696773287148504
"Δ(5,30)",rh_G_temp_sup-Plan_tempo_thickness,-0.0005928662535778229,0.0019983176242083928,0.0053823664154246526,0.007336361791243806,0.007122602114391405,0.005115865956317953,0.005589340779808702,-0.0007391993163229776,0.008094135914314224
"Δ(5,30)",rh_G_temporal_inf_thickness,-0.0006652515186368613,-0.0023253928941138063,0.0007094285195994171,0.007983924205180709,-0.004937920194873394,-0.002789720611983869,0.001160086311368158,-0.0009912110285471842,0.007676340308357718
"Δ(5,30)",rh_G_temporal_middle_thickness,-0.0006471416551829673,-0.0027663500173838035,0.0014345928070711583,0.006530563437355114,-0.003505776218717102,-0.00473280858859898,0.005946397156610425,-0.001276488284703281,0.006313509982660628
"Δ(5,30)",rh_Lat_Fis-ant-Horizont_thickness,-0.0013098530974863382,0.001492452988104201,-2.665440258602103e-05,0.0029958495944353153,-0.001468313338504293,0.007055283552447542,0.0007434646860893929,0.002670997485703694,0.005763084744175806
"Δ(5,30)",rh_Lat_Fis-ant-Vertical_thickness,0.00394680886021008,0.003367836685294341,0.00337367931613327,-0.00370657032056243,0.0074498836697359586,-0.027666779638437104,-0.036172432891046914,-0.003745014803712067,-0.019290868244022243
"Δ(5,30)",rh_Lat_Fis-post_thickness,0.0034239901687949242,-0.011622172742115008,-0.00481910635432567,-0.008523798228753252,0.006837261934732469,0.013721265109293071,-0.0029327490613416246,-0.004303521749867548,-0.003518204416538509
"Δ(5,30)",rh_Pole_occipital_thickness,0.001917877892323075,0.0015138336524306018,0.0007132287876431553,0.002608740955980071,-0.00762653760558836,-0.01093732527980823,0.001218222823953466,-0.0021848967743092057,-0.009993158330332347
"Δ(5,30)",rh_Pole_temporal_thickness,-0.00015201702956559732,-0.0022245534795137384,-0.006173637287301664,-0.005556478481228762,0.013131915598321213,0.01928349328213049,-0.00796231700360827,0.0006894419133723836,0.007829666075704698
